Temperature,Average
0-0,73.07999999999997
0-1,73.07999999999997
0-2,72.53047619047618
0-3,72.4388888888889
0-4,73.08000000000001
0-5,72.78307692307693
0-6,71.15499999999999
0-7,75.74230769230769
0-8,73.07846153846153
0-9,74.67916666666666
1-0,74.872
