Temperature,Average
0-0,77.5
0-1,77.5
0-2,77.5
0-3,76.73611111111111
0-4,77.38636363636364
0-5,77.5
0-6,77.96875
0-7,78.75
0-8,79.32692307692308
0-9,80.9375
1-0,80.66666666666667
