Temperature,Average
0-0,92.93333333333334
0-1,92.93333333333334
0-2,92.8
0-3,91.86666666666666
0-4,92.4
0-5,92.26666666666667
0-6,91.17241379310344
0-7,91.46666666666667
0-8,91.46666666666667
0-9,91.72413793103448
1-0,89.73333333333333
