project;test file;mutants;killed;incompetent;timeout;survived;mutation score
first-missing-positive;test_3-5_0-5_178;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-2_83;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-7_213;25;18;0;3;4;84.00
first-missing-positive;test_3-5_0-9_279;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-3_115;25;21;0;3;1;96.00
first-missing-positive;test_3-5_0-7_224;25;19;0;4;2;92.00
first-missing-positive;test_3-5_1-0_326;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-0_10;25;19;0;3;3;88.00
first-missing-positive;test_3-5_0-4_137;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-1_56;25;21;0;3;1;96.00
first-missing-positive;test_3-5_0-8_257;25;19;0;4;2;92.00
first-missing-positive;test_3-5_1-0_310;25;18;0;3;4;84.00
first-missing-positive;test_3-5_0-7_226;25;20;0;4;1;96.00
first-missing-positive;test_3-5_1-0_329;25;18;0;3;4;84.00
first-missing-positive;test_3-5_0-2_78;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-8_262;25;18;0;4;3;88.00
first-missing-positive;test_3-5_0-8_251;25;20;0;3;2;92.00
first-missing-positive;test_3-5_0-4_123;25;22;0;1;2;92.00
first-missing-positive;test_3-5_0-9_283;25;21;0;3;1;96.00
first-missing-positive;test_3-5_0-0_4;25;19;0;3;3;88.00
first-missing-positive;test_3-5_0-6_200;25;18;0;4;3;88.00
first-missing-positive;test_3-5_0-1_50;25;21;0;3;1;96.00
first-missing-positive;test_3-5_0-6_183;25;19;0;3;3;88.00
first-missing-positive;test_3-5_0-5_177;25;18;0;4;3;88.00
first-missing-positive;test_3-5_0-6_210;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-7_211;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-5_180;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-3_116;25;20;0;3;2;92.00
first-missing-positive;test_3-5_0-2_70;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-4_133;25;19;0;4;2;92.00
first-missing-positive;test_3-5_1-0_322;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-9_284;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-4_150;25;20;0;4;1;96.00
first-missing-positive;test_3-5_1-0_328;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-9_300;25;18;0;4;3;88.00
first-missing-positive;test_3-5_0-8_248;25;20;0;3;2;92.00
first-missing-positive;test_3-5_0-3_95;25;19;0;3;3;88.00
first-missing-positive;test_3-5_1-0_301;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-3_104;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-8_268;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-3_114;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-7_236;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-7_220;25;20;0;3;2;92.00
first-missing-positive;test_3-5_0-3_118;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-1_48;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-0_5;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-3_91;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-5_176;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-2_90;25;21;0;3;1;96.00
first-missing-positive;test_3-5_0-6_185;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-8_250;25;20;0;3;2;92.00
first-missing-positive;test_3-5_0-8_259;25;19;0;3;3;88.00
first-missing-positive;test_3-5_0-7_225;25;21;0;3;1;96.00
first-missing-positive;test_3-5_0-4_130;25;19;0;3;3;88.00
first-missing-positive;test_3-5_0-8_253;25;20;0;4;1;96.00
first-missing-positive;test_3-5_1-0_314;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-1_45;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-9_293;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-2_77;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-0_17;25;21;0;3;1;96.00
first-missing-positive;test_3-5_0-4_143;25;19;0;4;2;92.00
first-missing-positive;test_3-5_1-0_312;25;20;0;3;2;92.00
first-missing-positive;test_3-5_0-4_121;25;20;0;4;1;96.00
first-missing-positive;test_3-5_1-0_319;25;21;0;2;2;92.00
first-missing-positive;test_3-5_0-9_297;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-6_203;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-6_181;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-9_292;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-7_222;25;21;0;3;1;96.00
first-missing-positive;test_3-5_0-9_294;25;21;0;3;1;96.00
first-missing-positive;test_3-5_0-7_233;25;19;0;4;2;92.00
first-missing-positive;test_3-5_1-0_308;25;17;0;4;4;84.00
first-missing-positive;test_3-5_0-7_223;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-1_46;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-2_67;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-6_196;25;17;0;4;4;84.00
first-missing-positive;test_3-5_0-5_172;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-5_154;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-3_98;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-5_171;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-0_16;25;19;0;3;3;88.00
first-missing-positive;test_3-5_1-0_317;25;19;0;3;3;88.00
first-missing-positive;test_3-5_0-5_179;25;19;0;4;2;92.00
first-missing-positive;test_3-5_1-0_321;25;18;0;4;3;88.00
first-missing-positive;test_3-5_0-1_36;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-8_252;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-7_227;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-4_139;25;18;0;4;3;88.00
first-missing-positive;test_3-5_1-0_324;25;17;0;4;4;84.00
first-missing-positive;test_3-5_0-5_175;25;21;0;3;1;96.00
first-missing-positive;test_3-5_0-8_242;25;17;0;3;5;80.00
first-missing-positive;test_3-5_0-3_111;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-0_23;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-8_254;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-5_165;25;18;0;4;3;88.00
first-missing-positive;test_3-5_0-6_207;25;18;0;4;3;88.00
first-missing-positive;test_3-5_0-9_287;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-8_264;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-6_197;25;18;0;4;3;88.00
first-missing-positive;test_3-5_0-0_3;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-2_87;25;19;0;3;3;88.00
first-missing-positive;test_3-5_0-7_230;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-9_272;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-0_22;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-8_249;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-7_212;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-4_127;25;21;0;2;2;92.00
first-missing-positive;test_3-5_0-7_232;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-3_120;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-9_299;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-7_217;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-0_20;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-2_86;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-4_148;25;19;0;3;3;88.00
first-missing-positive;test_3-5_0-5_151;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-3_108;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-3_112;25;20;0;4;1;96.00
first-missing-positive;test_3-5_1-0_305;25;18;0;4;3;88.00
first-missing-positive;test_3-5_0-7_238;25;22;0;2;1;96.00
first-missing-positive;test_3-5_0-3_107;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-6_193;25;22;0;2;1;96.00
first-missing-positive;test_3-5_0-5_168;25;22;0;2;1;96.00
first-missing-positive;test_3-5_0-9_285;25;18;0;3;4;84.00
first-missing-positive;test_3-5_0-5_167;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-2_81;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-0_8;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-4_125;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-8_269;25;18;0;4;3;88.00
first-missing-positive;test_3-5_1-0_307;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-1_54;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-5_152;25;19;0;3;3;88.00
first-missing-positive;test_3-5_0-8_260;25;17;0;4;4;84.00
first-missing-positive;test_3-5_0-3_94;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-3_103;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-7_229;25;18;0;4;3;88.00
first-missing-positive;test_3-5_0-4_142;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-5_160;25;18;0;3;4;84.00
first-missing-positive;test_3-5_0-7_215;25;17;0;4;4;84.00
first-missing-positive;test_3-5_0-6_186;25;21;0;3;1;96.00
first-missing-positive;test_3-5_0-3_96;25;19;0;4;2;92.00
first-missing-positive;test_3-5_1-0_309;25;22;0;1;2;92.00
first-missing-positive;test_3-5_0-6_199;25;17;0;3;5;80.00
first-missing-positive;test_3-5_0-2_64;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-3_110;25;21;0;2;2;92.00
first-missing-positive;test_3-5_0-8_266;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-1_49;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-6_184;25;19;0;3;3;88.00
first-missing-positive;test_3-5_0-3_106;25;19;0;3;3;88.00
first-missing-positive;test_3-5_0-2_82;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-6_201;25;18;0;3;4;84.00
first-missing-positive;test_3-5_0-4_134;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-5_163;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-7_216;25;19;0;4;2;92.00
first-missing-positive;test_3-5_1-0_315;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-2_73;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-6_204;25;18;0;3;4;84.00
first-missing-positive;test_3-5_0-3_99;25;19;0;3;3;88.00
first-missing-positive;test_3-5_0-5_169;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-1_31;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-4_146;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-3_100;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-1_40;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-8_258;25;18;0;5;2;92.00
first-missing-positive;test_3-5_0-4_131;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-0_28;25;20;0;4;1;96.00
first-missing-positive;test_3-5_1-0_323;25;18;0;4;3;88.00
first-missing-positive;test_3-5_0-7_219;25;18;0;3;4;84.00
first-missing-positive;test_3-5_0-6_195;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-8_265;25;21;0;3;1;96.00
first-missing-positive;test_3-5_0-8_270;25;19;0;3;3;88.00
first-missing-positive;test_3-5_0-3_109;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-3_92;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-7_235;25;22;0;2;1;96.00
first-missing-positive;test_3-5_0-4_126;25;19;0;4;2;92.00
first-missing-positive;test_3-5_0-1_33;25;19;0;3;3;88.00
first-missing-positive;test_3-5_0-7_231;25;18;0;4;3;88.00
first-missing-positive;test_3-5_0-6_202;25;20;0;4;1;96.00
first-missing-positive;test_3-5_1-0_325;25;20;0;3;2;92.00
first-missing-positive;test_3-5_0-0_25;25;20;0;4;1;96.00
first-missing-positive;test_3-5_0-1_53;25;19;0;3;3;88.00
first-missing-positive;test_3-5_0-0_9;25;19;0;3;3;88.00
first-missing-positive;test_3-5_0-0_1;25;19;0;4;2;92.00
