LABEL,#TS,TEMP,TIMESTAMP,,
BEGIN_TS,1,0.0,2024-06-27 13:52:04.752762,END_TS,2024-06-27 13:52:41.421904
BEGIN_TS,2,0.0,2024-06-27 13:52:41.421960,END_TS,2024-06-27 13:53:14.689343
BEGIN_TS,3,0.0,2024-06-27 13:53:14.689387,END_TS,2024-06-27 13:53:45.816847
BEGIN_TS,4,0.0,2024-06-27 13:53:45.816905,END_TS,2024-06-27 13:54:26.930595
BEGIN_TS,5,0.0,2024-06-27 13:54:26.930648,END_TS,2024-06-27 13:55:06.298562
BEGIN_TS,6,0.0,2024-06-27 13:55:06.298622,END_TS,2024-06-27 13:55:47.722068
BEGIN_TS,7,0.0,2024-06-27 13:55:47.722132,END_TS,2024-06-27 13:56:20.827030
BEGIN_TS,8,0.0,2024-06-27 18:39:49.547059,END_TS,2024-06-27 18:40:17.617697
BEGIN_TS,9,0.0,2024-06-27 18:40:17.617751,END_TS,2024-06-27 18:40:44.408056
BEGIN_TS,10,0.0,2024-06-27 18:40:44.408115,END_TS,2024-06-27 18:41:09.905565
BEGIN_TS,11,0.0,2024-06-27 18:41:09.905606,END_TS,2024-06-27 18:41:34.484048
BEGIN_TS,12,0.0,2024-06-27 18:41:34.484079,END_TS,2024-06-27 18:42:23.759925
BEGIN_TS,13,0.0,2024-06-27 18:42:23.759981,END_TS,2024-06-27 18:42:53.362502
BEGIN_TS,14,0.0,2024-06-27 18:42:53.362541,END_TS,2024-06-27 18:43:23.149196
BEGIN_TS,15,0.0,2024-06-27 18:43:23.149237,END_TS,2024-06-27 18:43:52.305269
BEGIN_TS,16,0.0,2024-06-27 18:43:52.305308,END_TS,2024-06-27 18:44:18.722355
BEGIN_TS,17,0.0,2024-06-27 18:44:18.722397,END_TS,2024-06-27 18:44:58.446411
BEGIN_TS,18,0.0,2024-06-27 18:44:58.446455,END_TS,2024-06-27 18:45:29.818417
BEGIN_TS,19,0.0,2024-06-27 18:45:29.818468,END_TS,2024-06-27 18:46:25.919123
BEGIN_TS,20,0.0,2024-06-27 18:46:25.919166,END_TS,2024-06-27 18:46:57.474458
BEGIN_TS,21,0.0,2024-06-27 18:46:57.474505,END_TS,2024-06-27 18:47:24.301701
BEGIN_TS,22,0.0,2024-06-27 18:47:24.301744,END_TS,2024-06-27 18:47:51.108490
BEGIN_TS,23,0.0,2024-06-27 18:47:51.108529,END_TS,2024-06-27 18:48:19.597257
BEGIN_TS,24,0.0,2024-06-28 16:46:43.656160,END_TS,2024-06-28 16:47:07.628404
BEGIN_TS,25,0.0,2024-06-28 16:47:07.628453,END_TS,2024-06-28 16:47:29.835811
BEGIN_TS,26,0.0,2024-06-28 16:47:29.835856,END_TS,2024-06-28 16:47:52.389483
BEGIN_TS,27,0.0,2024-06-28 16:47:52.389526,END_TS,2024-06-28 16:48:13.481333
BEGIN_TS,28,0.0,2024-06-28 16:48:13.481372,END_TS,2024-06-28 16:48:38.366564
BEGIN_TS,29,0.0,2024-06-28 16:48:38.366604,END_TS,2024-06-28 16:48:58.018010
BEGIN_TS,30,0.0,2024-06-28 16:48:58.018051,END_TS,2024-06-28 16:49:21.446841
BEGIN_TS,31,0.1,2024-06-28 16:49:21.446877,END_TS,2024-06-28 16:49:43.824964
BEGIN_TS,32,0.1,2024-06-28 16:49:43.825012,END_TS,2024-06-28 16:50:07.239047
BEGIN_TS,33,0.1,2024-06-28 16:50:07.239093,END_TS,2024-06-28 16:50:40.178358
BEGIN_TS,34,0.1,2024-06-28 16:50:40.178391,END_TS,2024-06-28 16:51:00.125266
BEGIN_TS,35,0.1,2024-06-28 16:51:00.125309,END_TS,2024-06-28 16:51:19.594621
