Temperature,Average
0-0,53.79275862068966
0-1,54.780714285714296
0-2,55.06346153846155
0-3,56.12931034482759
0-4,53.71653846153846
0-5,54.53280000000001
0-6,56.500740740740746
0-7,56.71545454545455
0-8,53.26000000000001
0-9,49.08173913043479
1-0,53.84538461538462
