project;test file;mutants;killed;incompetent;timeout;survived;mutation score
bfs;test_3-5_0-2_83;63;45;0;0;18;71.43
bfs;test_3-5_0-9_279;63;39;0;1;23;63.49
bfs;test_3-5_0-3_115;63;45;0;1;17;73.02
bfs;test_3-5_0-7_224;63;44;0;1;18;71.43
bfs;test_3-5_1-0_326;63;50;0;0;13;79.37
bfs;test_3-5_0-0_10;63;47;0;2;14;77.78
bfs;test_3-5_0-4_137;63;32;0;1;30;52.38
bfs;test_3-5_1-0_310;63;48;0;1;14;77.78
bfs;test_3-5_0-7_226;63;45;0;1;17;73.02
bfs;test_3-5_1-0_329;63;47;0;1;15;76.19
bfs;test_3-5_0-2_78;63;34;0;1;28;55.56
bfs;test_3-5_0-8_262;63;33;0;1;29;53.97
bfs;test_3-5_0-8_251;63;45;0;1;17;73.02
bfs;test_3-5_0-4_123;63;45;0;1;17;73.02
bfs;test_3-5_0-0_4;63;47;0;2;14;77.78
bfs;test_3-5_0-6_200;63;45;0;1;17;73.02
bfs;test_3-5_0-1_50;63;47;0;2;14;77.78
bfs;test_3-5_0-6_183;63;44;0;2;17;73.02
bfs;test_3-5_0-5_177;63;46;0;1;16;74.60
bfs;test_3-5_0-5_180;63;46;0;1;16;74.60
bfs;test_3-5_0-3_116;63;45;0;1;17;73.02
bfs;test_3-5_0-2_70;63;45;0;1;17;73.02
bfs;test_3-5_0-4_133;63;45;0;1;17;73.02
bfs;test_3-5_1-0_322;63;46;0;1;16;74.60
bfs;test_3-5_0-9_284;63;44;0;0;19;69.84
bfs;test_3-5_0-4_150;63;46;0;1;16;74.60
bfs;test_3-5_1-0_328;63;47;0;0;16;74.60
bfs;test_3-5_0-9_300;63;47;0;1;15;76.19
bfs;test_3-5_0-8_248;63;47;0;1;15;76.19
bfs;test_3-5_0-3_95;63;45;0;1;17;73.02
bfs;test_3-5_1-0_301;63;49;0;0;14;77.78
bfs;test_3-5_0-3_104;63;45;0;1;17;73.02
bfs;test_3-5_0-8_268;63;36;0;1;26;58.73
bfs;test_3-5_0-3_114;63;46;0;1;16;74.60
bfs;test_3-5_0-7_236;63;51;0;0;12;80.95
bfs;test_3-5_0-7_220;63;45;0;1;17;73.02
bfs;test_3-5_0-3_118;63;45;0;1;17;73.02
