Temperature,Average
0-0,72.47034482758619
0-1,72.45035714285713
0-2,73.01769230769229
0-3,73.61965517241379
0-4,71.0630769230769
0-5,70.16
0-6,72.42888888888888
0-7,73.08863636363635
0-8,70.46217391304349
0-9,65.90739130434784
1-0,69.41384615384615
