project;test file;line coverage;branch coverage
dll;test_3-5_0-4_137;0.00;58.33
dll;test_3-5_1-0_329;0.00;69.44
dll;test_3-5_0-8_251;0.00;58.33
dll;test_3-5_0-0_4;0.00;61.11
dll;test_3-5_0-5_177;0.00;66.67
dll;test_3-5_0-5_180;0.00;63.89
dll;test_3-5_0-4_150;0.00;66.67
dll;test_3-5_0-9_300;0.00;69.44
dll;test_3-5_0-8_248;0.00;58.33
dll;test_3-5_0-5_176;0.00;63.89
dll;test_3-5_0-8_259;0.00;63.89
dll;test_3-5_0-4_130;0.00;58.33
dll;test_3-5_0-4_121;0.00;61.11
dll;test_3-5_0-5_154;0.00;58.33
dll;test_3-5_0-3_98;0.00;52.78
dll;test_3-5_0-5_171;0.00;58.33
dll;test_3-5_0-0_16;0.00;61.11
dll;test_3-5_0-5_179;0.00;88.89
dll;test_3-5_0-7_227;0.00;69.44
dll;test_3-5_1-0_324;0.00;66.67
dll;test_3-5_0-8_242;0.00;58.33
dll;test_3-5_0-3_111;0.00;66.67
dll;test_3-5_0-6_207;0.00;63.89
dll;test_3-5_0-0_3;0.00;61.11
dll;test_3-5_0-0_22;0.00;72.22
dll;test_3-5_0-8_249;0.00;61.11
dll;test_3-5_0-7_232;0.00;66.67
dll;test_3-5_0-3_120;0.00;61.11
dll;test_3-5_0-9_299;0.00;69.44
dll;test_3-5_0-4_148;0.00;66.67
dll;test_3-5_1-0_305;0.00;63.89
dll;test_3-5_0-6_193;0.00;66.67
dll;test_3-5_0-5_168;0.00;63.89
dll;test_3-5_1-0_307;0.00;58.33
dll;test_3-5_0-1_54;0.00;61.11
dll;test_3-5_0-5_152;0.00;66.67
dll;test_3-5_0-5_160;0.00;63.89
dll;test_3-5_0-3_96;0.00;69.44
dll;test_3-5_0-6_199;0.00;61.11
dll;test_3-5_0-3_110;0.00;69.44
dll;test_3-5_0-6_184;0.00;72.22
dll;test_3-5_0-3_106;0.00;66.67
dll;test_3-5_0-2_82;0.00;66.67
dll;test_3-5_0-5_169;0.00;80.56
dll;test_3-5_0-1_31;0.00;66.67
dll;test_3-5_0-1_33;0.00;58.33
dll;test_3-5_0-7_231;0.00;69.44
dll;test_3-5_0-3_113;0.00;66.67
dll;test_3-5_0-9_281;0.00;66.67
dll;test_3-5_0-6_205;0.00;63.89
dll;test_3-5_1-0_327;0.00;77.78
dll;test_3-5_0-0_11;0.00;61.11
dll;test_3-5_0-1_43;0.00;66.67
dll;test_3-5_1-0_304;0.00;58.33
dll;test_3-5_0-7_228;0.00;69.44
dll;test_3-5_0-8_244;0.00;63.89
dll;test_3-5_0-5_164;0.00;66.67
dll;test_3-5_1-0_302;0.00;58.33
dll;test_3-5_0-4_122;0.00;58.33
dll;test_3-5_0-5_157;0.00;66.67
dll;test_3-5_0-4_145;0.00;58.33
dll;test_3-5_0-2_61;0.00;58.33
dll;test_3-5_1-0_316;0.00;80.56
dll;test_3-5_0-0_18;0.00;61.11
dll;test_3-5_0-2_75;0.00;58.33
dll;test_3-5_0-2_89;0.00;61.11
dll;test_3-5_0-9_289;0.00;58.33
dll;test_3-5_0-1_52;0.00;66.67
dll;test_3-5_0-6_208;0.00;66.67
dll;test_3-5_0-4_138;0.00;58.33
dll;test_3-5_0-8_241;0.00;63.89
dll;test_3-5_0-5_155;0.00;58.33
dll;test_3-5_0-1_47;0.00;66.67
dll;test_3-5_0-7_214;0.00;69.44
dll;test_3-5_0-0_27;0.00;61.11
dll;test_3-5_0-8_243;0.00;69.44
dll;test_3-5_0-8_267;0.00;58.33
dll;test_3-5_0-6_190;0.00;63.89
dll;test_3-5_0-5_166;0.00;66.67
dll;test_3-5_0-6_194;0.00;58.33
dll;test_3-5_0-9_296;0.00;63.89
dll;test_3-5_0-2_84;0.00;58.33
dll;test_3-5_0-1_35;0.00;61.11
dll;test_3-5_0-8_255;0.00;63.89
dll;test_3-5_1-0_303;0.00;75.00
dll;test_3-5_0-6_209;0.00;58.33
