project;test file;mutants;killed_output;killed_timeout;total_killed;survived;mutation score
dll;test_3-5_0-4_137;111;56;0;56;55;50.45
dll;test_3-5_1-0_329;111;57;1;58;53;52.25
dll;test_3-5_0-8_251;111;51;0;51;60;45.95
dll;test_3-5_0-0_4;111;57;1;58;53;52.25
dll;test_3-5_0-5_177;111;64;1;65;46;58.56
dll;test_3-5_0-5_180;111;63;1;64;47;57.66
dll;test_3-5_0-4_150;111;64;1;65;46;58.56
dll;test_3-5_0-9_300;111;78;0;78;33;70.27
dll;test_3-5_0-8_248;111;60;0;60;51;54.05
dll;test_3-5_0-5_176;111;59;0;59;52;53.15
dll;test_3-5_0-8_259;111;57;0;57;54;51.35
dll;test_3-5_0-4_130;111;60;0;60;51;54.05
dll;test_3-5_0-4_121;111;60;0;60;51;54.05
dll;test_3-5_0-5_154;111;56;0;56;55;50.45
dll;test_3-5_0-3_98;111;49;0;49;62;44.14
dll;test_3-5_0-5_171;111;56;0;56;55;50.45
dll;test_3-5_0-0_16;111;63;1;64;47;57.66
dll;test_3-5_0-5_179;111;83;0;83;28;74.77
dll;test_3-5_0-7_227;111;60;1;61;50;54.95
dll;test_3-5_1-0_324;111;68;1;69;42;62.16
dll;test_3-5_0-8_242;111;56;0;56;55;50.45
dll;test_3-5_0-3_111;111;64;1;65;46;58.56
dll;test_3-5_0-6_207;111;39;1;40;71;36.04
dll;test_3-5_0-0_3;111;70;0;70;41;63.06
dll;test_3-5_0-0_22;111;60;1;61;50;54.95
dll;test_3-5_0-8_249;111;50;0;50;61;45.05
dll;test_3-5_0-7_232;111;64;1;65;46;58.56
dll;test_3-5_0-3_120;111;63;1;64;47;57.66
dll;test_3-5_0-9_299;111;54;1;55;56;49.55
dll;test_3-5_0-4_148;111;64;1;65;46;58.56
dll;test_3-5_1-0_305;111;46;1;47;64;42.34
dll;test_3-5_0-6_193;111;64;1;65;46;58.56
dll;test_3-5_0-5_168;111;67;1;68;43;61.26
dll;test_3-5_1-0_307;111;50;0;50;61;45.05
dll;test_3-5_0-1_54;111;53;1;54;57;48.65
dll;test_3-5_0-5_152;111;60;1;61;50;54.95
dll;test_3-5_0-5_160;111;47;0;47;64;42.34
dll;test_3-5_0-3_96;111;61;0;61;50;54.95
dll;test_3-5_0-6_199;111;53;1;54;57;48.65
dll;test_3-5_0-3_110;111;76;0;76;35;68.47
dll;test_3-5_0-6_184;111;65;1;66;45;59.46
dll;test_3-5_0-3_106;111;64;1;65;46;58.56
dll;test_3-5_0-2_82;111;64;1;65;46;58.56
dll;test_3-5_0-5_169;111;66;0;66;45;59.46
dll;test_3-5_0-1_31;111;64;1;65;46;58.56
dll;test_3-5_0-1_33;111;56;0;56;55;50.45
dll;test_3-5_0-7_231;111;54;1;55;56;49.55
dll;test_3-5_0-3_113;111;64;1;65;46;58.56
dll;test_3-5_0-9_281;111;68;1;69;42;62.16
dll;test_3-5_0-6_205;111;67;0;67;44;60.36
dll;test_3-5_1-0_327;111;64;1;65;46;58.56
dll;test_3-5_0-0_11;111;57;1;58;53;52.25
dll;test_3-5_0-1_43;111;64;1;65;46;58.56
dll;test_3-5_1-0_304;111;63;0;63;48;56.76
dll;test_3-5_0-7_228;111;61;0;61;50;54.95
dll;test_3-5_0-8_244;111;62;0;62;49;55.86
dll;test_3-5_0-5_164;111;64;1;65;46;58.56
dll;test_3-5_1-0_302;111;47;0;47;64;42.34
dll;test_3-5_0-4_122;111;56;0;56;55;50.45
dll;test_3-5_0-5_157;111;64;1;65;46;58.56
dll;test_3-5_0-4_145;111;56;0;56;55;50.45
dll;test_3-5_0-2_61;111;56;0;56;55;50.45
dll;test_3-5_1-0_316;111;56;0;56;55;50.45
dll;test_3-5_0-0_18;111;57;1;58;53;52.25
dll;test_3-5_0-2_75;111;56;0;56;55;50.45
dll;test_3-5_0-2_89;111;57;1;58;53;52.25
dll;test_3-5_0-9_289;111;54;0;54;57;48.65
dll;test_3-5_0-1_52;111;64;1;65;46;58.56
dll;test_3-5_0-6_208;111;64;1;65;46;58.56
dll;test_3-5_0-4_138;111;52;0;52;59;46.85
dll;test_3-5_0-8_241;111;62;0;62;49;55.86
dll;test_3-5_0-5_155;111;56;0;56;55;50.45
dll;test_3-5_0-1_47;111;66;1;67;44;60.36
dll;test_3-5_0-7_214;111;61;1;62;49;55.86
dll;test_3-5_0-0_27;111;57;1;58;53;52.25
dll;test_3-5_0-8_243;111;57;1;58;53;52.25
dll;test_3-5_0-8_267;111;60;0;60;51;54.05
dll;test_3-5_0-6_190;111;59;0;59;52;53.15
dll;test_3-5_0-5_166;111;64;1;65;46;58.56
dll;test_3-5_0-6_194;111;60;0;60;51;54.05
dll;test_3-5_0-9_296;111;45;0;45;66;40.54
dll;test_3-5_0-2_84;111;60;0;60;51;54.05
dll;test_3-5_0-1_35;111;57;1;58;53;52.25
dll;test_3-5_0-8_255;111;51;1;52;59;46.85
dll;test_3-5_1-0_303;111;75;1;76;35;68.47
dll;test_3-5_0-6_209;111;56;0;56;55;50.45
