Temperature,Average
0-0,77.14142857142856
0-1,79.3557142857143
0-2,76.258
0-3,77.88142857142857
0-4,74.43625
0-5,78.38857142857141
0-6,76.70333333333333
0-7,79.35600000000001
0-8,72.71000000000001
0-9,74.83800000000001
1-0,77.06
