Temperature,Average
0-0,62.69714285714286
0-1,63.89000000000001
0-2,60.553999999999995
0-3,64.68285714285715
0-4,60.762499999999996
0-5,66.66785714285713
0-6,63.888888888888886
0-7,68.886
0-8,61.943
0-9,65.554
1-0,67.59222222222222
