project;test file;mutants;killed_output;killed_timeout;total_killed;survived;mutation score
perm-word;test_3-5_0-9_279;40;39;1;40;0;100.00
perm-word;test_3-5_0-8_257;40;39;1;40;0;100.00
perm-word;test_3-5_0-2_78;40;39;1;40;0;100.00
perm-word;test_3-5_0-6_200;40;39;1;40;0;100.00
perm-word;test_3-5_0-5_177;40;39;1;40;0;100.00
perm-word;test_3-5_0-6_210;40;39;1;40;0;100.00
perm-word;test_3-5_0-8_248;40;39;1;40;0;100.00
perm-word;test_3-5_1-0_301;40;39;1;40;0;100.00
perm-word;test_3-5_0-8_268;40;39;1;40;0;100.00
perm-word;test_3-5_0-8_259;40;39;1;40;0;100.00
perm-word;test_3-5_0-4_130;40;39;1;40;0;100.00
perm-word;test_3-5_1-0_314;40;39;1;40;0;100.00
perm-word;test_3-5_0-7_233;40;39;1;40;0;100.00
perm-word;test_3-5_1-0_308;40;39;1;40;0;100.00
perm-word;test_3-5_0-6_196;40;39;1;40;0;100.00
perm-word;test_3-5_0-5_172;40;39;1;40;0;100.00
perm-word;test_3-5_0-3_98;40;39;1;40;0;100.00
perm-word;test_3-5_0-5_179;40;39;1;40;0;100.00
perm-word;test_3-5_0-7_227;40;39;1;40;0;100.00
perm-word;test_3-5_0-4_139;40;39;1;40;0;100.00
perm-word;test_3-5_0-6_207;40;39;1;40;0;100.00
perm-word;test_3-5_0-8_264;40;39;1;40;0;100.00
perm-word;test_3-5_0-2_87;40;39;1;40;0;100.00
perm-word;test_3-5_0-7_212;40;39;1;40;0;100.00
perm-word;test_3-5_0-3_120;40;39;1;40;0;100.00
perm-word;test_3-5_0-5_168;40;39;1;40;0;100.00
perm-word;test_3-5_0-8_269;40;39;1;40;0;100.00
perm-word;test_3-5_0-5_160;40;39;1;40;0;100.00
perm-word;test_3-5_0-3_96;40;39;1;40;0;100.00
perm-word;test_3-5_1-0_309;40;39;1;40;0;100.00
perm-word;test_3-5_0-8_266;40;39;1;40;0;100.00
perm-word;test_3-5_0-6_184;40;39;1;40;0;100.00
perm-word;test_3-5_0-2_82;40;39;1;40;0;100.00
perm-word;test_3-5_0-6_204;40;39;1;40;0;100.00
perm-word;test_3-5_0-8_258;40;39;1;40;0;100.00
perm-word;test_3-5_0-4_131;40;39;1;40;0;100.00
perm-word;test_3-5_1-0_323;40;39;1;40;0;100.00
perm-word;test_3-5_0-3_109;40;39;1;40;0;100.00
perm-word;test_3-5_0-4_126;40;39;1;40;0;100.00
perm-word;test_3-5_0-7_231;40;40;0;40;0;100.00
perm-word;test_3-5_0-3_113;40;39;1;40;0;100.00
perm-word;test_3-5_0-7_239;40;39;1;40;0;100.00
perm-word;test_3-5_0-9_281;40;39;1;40;0;100.00
perm-word;test_3-5_0-8_263;40;39;1;40;0;100.00
perm-word;test_3-5_0-1_37;40;39;1;40;0;100.00
perm-word;test_3-5_0-4_135;40;39;1;40;0;100.00
perm-word;test_3-5_0-9_298;40;39;1;40;0;100.00
perm-word;test_3-5_0-2_76;40;39;1;40;0;100.00
perm-word;test_3-5_1-0_304;40;39;1;40;0;100.00
perm-word;test_3-5_0-7_228;40;39;1;40;0;100.00
perm-word;test_3-5_0-8_256;40;39;1;40;0;100.00
perm-word;test_3-5_0-5_159;40;39;1;40;0;100.00
perm-word;test_3-5_1-0_313;40;39;1;40;0;100.00
perm-word;test_3-5_0-4_124;40;39;1;40;0;100.00
perm-word;test_3-5_0-9_274;40;39;1;40;0;100.00
perm-word;test_3-5_0-6_192;40;39;1;40;0;100.00
perm-word;test_3-5_0-5_158;40;39;1;40;0;100.00
perm-word;test_3-5_0-7_214;40;39;1;40;0;100.00
perm-word;test_3-5_0-4_141;40;39;1;40;0;100.00
perm-word;test_3-5_0-2_88;40;39;1;40;0;100.00
perm-word;test_3-5_0-4_129;40;39;1;40;0;100.00
perm-word;test_3-5_0-9_286;40;39;1;40;0;100.00
perm-word;test_3-5_0-5_162;40;39;1;40;0;100.00
perm-word;test_3-5_0-5_156;40;39;1;40;0;100.00
perm-word;test_3-5_0-6_206;40;39;1;40;0;100.00
perm-word;test_3-5_0-2_84;40;39;1;40;0;100.00
perm-word;test_3-5_0-7_234;40;0;0;0;40;0.00
perm-word;test_3-5_0-8_246;40;40;0;40;0;100.00
perm-word;test_3-5_0-0_2;40;39;1;40;0;100.00
perm-word;test_3-5_1-0_306;40;39;1;40;0;100.00
perm-word;test_3-5_0-8_247;40;39;1;40;0;100.00
