Temperature,Average
0-0,99.81066666666668
0-1,99.205
0-2,99.35600000000001
0-3,99.31833333333334
0-4,99.16600000000001
0-5,98.90100000000001
0-6,98.673
0-7,98.49785714285714
0-8,98.58896551724138
0-9,98.41678571428574
1-0,98.61964285714285
