Temperature,Average
0-0,94.66666666666667
0-1,93.5
0-2,94.0
0-3,94.16666666666667
0-4,94.5
0-5,93.83333333333333
0-6,94.33333333333333
0-7,93.92857142857143
0-8,93.62068965517241
0-9,93.57142857142857
1-0,94.10714285714286
