project;test file;mutants;killed;incompetent;timeout;survived;mutation score
fibonacci;test_3-5_0-5_178;20;19;0;0;1;95.00
fibonacci;test_3-5_0-2_83;20;19;0;0;1;95.00
fibonacci;test_3-5_0-7_213;20;19;0;0;1;95.00
fibonacci;test_3-5_0-9_279;20;19;0;0;1;95.00
fibonacci;test_3-5_0-3_115;20;18;0;0;2;90.00
fibonacci;test_3-5_0-7_224;20;18;0;0;2;90.00
fibonacci;test_3-5_1-0_326;20;19;0;0;1;95.00
fibonacci;test_3-5_0-0_10;20;19;0;0;1;95.00
fibonacci;test_3-5_0-4_137;20;19;0;0;1;95.00
fibonacci;test_3-5_0-1_56;20;18;0;0;2;90.00
fibonacci;test_3-5_0-8_257;20;19;0;0;1;95.00
fibonacci;test_3-5_1-0_310;20;18;0;0;2;90.00
fibonacci;test_3-5_0-7_226;20;19;0;0;1;95.00
fibonacci;test_3-5_1-0_329;20;19;0;0;1;95.00
fibonacci;test_3-5_0-2_78;20;19;0;0;1;95.00
fibonacci;test_3-5_0-8_262;20;18;0;0;2;90.00
fibonacci;test_3-5_0-8_251;20;19;0;0;1;95.00
fibonacci;test_3-5_0-4_123;20;19;0;0;1;95.00
fibonacci;test_3-5_0-9_283;20;19;0;0;1;95.00
fibonacci;test_3-5_0-0_4;20;19;0;0;1;95.00
fibonacci;test_3-5_0-6_200;20;19;0;0;1;95.00
fibonacci;test_3-5_0-1_50;20;18;0;0;2;90.00
fibonacci;test_3-5_0-6_183;20;19;0;0;1;95.00
fibonacci;test_3-5_0-5_177;20;19;0;0;1;95.00
fibonacci;test_3-5_0-6_210;20;19;0;0;1;95.00
fibonacci;test_3-5_0-7_211;20;19;0;0;1;95.00
fibonacci;test_3-5_0-5_180;20;18;0;0;2;90.00
fibonacci;test_3-5_0-3_116;20;19;0;0;1;95.00
fibonacci;test_3-5_0-2_70;20;19;0;0;1;95.00
fibonacci;test_3-5_0-4_133;20;19;0;0;1;95.00
fibonacci;test_3-5_1-0_322;20;19;0;0;1;95.00
fibonacci;test_3-5_0-9_284;20;19;0;0;1;95.00
fibonacci;test_3-5_0-4_150;20;19;0;0;1;95.00
fibonacci;test_3-5_0-9_273;20;19;0;0;1;95.00
fibonacci;test_3-5_1-0_328;20;19;0;0;1;95.00
fibonacci;test_3-5_0-9_300;20;18;0;0;2;90.00
fibonacci;test_3-5_0-8_248;20;19;0;0;1;95.00
fibonacci;test_3-5_0-3_95;20;18;0;0;2;90.00
fibonacci;test_3-5_1-0_301;20;19;0;0;1;95.00
fibonacci;test_3-5_0-3_104;20;19;0;0;1;95.00
fibonacci;test_3-5_0-8_268;20;19;0;0;1;95.00
fibonacci;test_3-5_0-3_114;20;19;0;0;1;95.00
fibonacci;test_3-5_0-7_236;20;19;0;0;1;95.00
fibonacci;test_3-5_0-7_220;20;19;0;0;1;95.00
fibonacci;test_3-5_0-3_118;20;19;0;0;1;95.00
fibonacci;test_3-5_0-1_48;20;19;0;0;1;95.00
fibonacci;test_3-5_0-0_5;20;19;0;0;1;95.00
fibonacci;test_3-5_0-3_91;20;19;0;0;1;95.00
fibonacci;test_3-5_0-5_176;20;19;0;0;1;95.00
fibonacci;test_3-5_0-2_90;20;19;0;0;1;95.00
fibonacci;test_3-5_0-6_185;20;18;0;0;2;90.00
fibonacci;test_3-5_0-8_250;20;18;0;0;2;90.00
fibonacci;test_3-5_0-8_259;20;19;0;0;1;95.00
fibonacci;test_3-5_0-7_225;20;18;0;0;2;90.00
fibonacci;test_3-5_0-4_130;20;19;0;0;1;95.00
fibonacci;test_3-5_0-8_253;20;19;0;0;1;95.00
fibonacci;test_3-5_1-0_314;20;19;0;0;1;95.00
fibonacci;test_3-5_0-1_45;20;18;0;0;2;90.00
fibonacci;test_3-5_0-9_293;20;19;0;0;1;95.00
fibonacci;test_3-5_0-2_77;20;19;0;0;1;95.00
fibonacci;test_3-5_0-0_17;20;19;0;0;1;95.00
fibonacci;test_3-5_0-4_143;20;18;0;0;2;90.00
fibonacci;test_3-5_1-0_312;20;19;0;0;1;95.00
fibonacci;test_3-5_0-4_121;20;19;0;0;1;95.00
fibonacci;test_3-5_1-0_319;20;19;0;0;1;95.00
fibonacci;test_3-5_0-9_297;20;19;0;0;1;95.00
fibonacci;test_3-5_0-6_203;20;19;0;0;1;95.00
