Temperature,Average
0-0,86.35999999999999
0-1,86.35999999999999
0-2,86.35999999999999
0-3,86.35999999999999
0-4,86.35999999999999
0-5,86.2759259259259
0-6,86.75565217391299
0-7,86.89588235294116
0-8,86.56818181818183
0-9,86.89588235294116
1-0,87.79684210526314
