Temperature,Average
0-0,69.34999999999997
0-1,69.34999999999997
0-2,69.34999999999997
0-3,69.34999999999997
0-4,69.461724137931
0-5,69.5896296296296
0-6,70.61304347826085
0-7,70.67941176470588
0-8,71.25818181818181
0-9,72.19764705882353
1-0,71.81473684210525
