project;test file;mutants;killed_output;killed_timeout;total_killed;survived;mutation score
find-duplicates;test_3-5_0-5_178;62;43;1;44;18;70.97
find-duplicates;test_3-5_0-2_83;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-3_115;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-7_224;62;42;1;43;19;69.35
find-duplicates;test_3-5_1-0_326;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-0_10;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-4_137;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-1_56;62;42;1;43;19;69.35
find-duplicates;test_3-5_1-0_310;62;44;1;45;17;72.58
find-duplicates;test_3-5_0-7_226;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-2_78;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-8_251;62;46;2;48;14;77.42
find-duplicates;test_3-5_0-4_123;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-9_283;62;49;2;51;11;82.26
find-duplicates;test_3-5_0-0_4;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-6_200;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-1_50;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-6_183;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-5_177;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-6_210;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-5_180;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-3_116;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-2_70;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-4_133;62;42;1;43;19;69.35
find-duplicates;test_3-5_1-0_322;62;43;2;45;17;72.58
find-duplicates;test_3-5_0-9_284;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-4_150;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-9_273;62;50;2;52;10;83.87
find-duplicates;test_3-5_0-3_95;62;42;1;43;19;69.35
find-duplicates;test_3-5_1-0_301;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-3_104;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-3_114;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-7_236;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-3_118;62;42;1;43;19;69.35
find-duplicates;test_3-5_0-1_48;62;42;1;43;19;69.35
