project;test file;mutants;killed;incompetent;timeout;survived;mutation score
combinations;test_3-5_0-5_178;28;26;2;0;0;100.00
combinations;test_3-5_0-2_83;28;24;2;0;2;92.86
combinations;test_3-5_0-0_10;28;26;2;0;0;100.00
combinations;test_3-5_0-4_137;28;26;2;0;0;100.00
combinations;test_3-5_0-7_226;28;24;2;0;2;92.86
combinations;test_3-5_1-0_329;28;26;2;0;0;100.00
combinations;test_3-5_0-2_78;28;26;2;0;0;100.00
combinations;test_3-5_0-4_123;28;26;2;0;0;100.00
combinations;test_3-5_0-0_4;28;26;2;0;0;100.00
combinations;test_3-5_0-6_200;28;26;2;0;0;100.00
combinations;test_3-5_0-1_50;28;26;2;0;0;100.00
combinations;test_3-5_0-6_183;28;26;2;0;0;100.00
combinations;test_3-5_0-5_177;28;26;2;0;0;100.00
combinations;test_3-5_0-6_210;28;26;2;0;0;100.00
combinations;test_3-5_0-5_180;28;26;2;0;0;100.00
combinations;test_3-5_0-3_116;28;26;2;0;0;100.00
combinations;test_3-5_0-4_133;28;24;2;0;2;92.86
combinations;test_3-5_1-0_322;28;26;2;0;0;100.00
combinations;test_3-5_0-9_284;28;22;2;0;4;85.71
combinations;test_3-5_0-4_150;28;26;2;0;0;100.00
combinations;test_3-5_1-0_328;28;24;2;0;2;92.86
combinations;test_3-5_0-8_248;28;26;2;0;0;100.00
combinations;test_3-5_0-3_95;28;26;2;0;0;100.00
combinations;test_3-5_1-0_301;28;26;2;0;0;100.00
combinations;test_3-5_0-3_104;28;24;2;0;2;92.86
combinations;test_3-5_0-8_268;28;26;2;0;0;100.00
combinations;test_3-5_0-3_114;28;26;2;0;0;100.00
combinations;test_3-5_0-7_236;28;22;2;0;4;85.71
combinations;test_3-5_0-7_220;28;24;2;0;2;92.86
combinations;test_3-5_0-3_118;28;26;2;0;0;100.00
combinations;test_3-5_0-1_48;28;26;2;0;0;100.00
combinations;test_3-5_0-0_5;28;26;2;0;0;100.00
combinations;test_3-5_0-5_176;28;24;2;0;2;92.86
combinations;test_3-5_0-2_90;28;26;2;0;0;100.00
combinations;test_3-5_0-7_225;28;26;2;0;0;100.00
combinations;test_3-5_0-4_130;28;24;2;0;2;92.86
combinations;test_3-5_0-1_45;28;26;2;0;0;100.00
combinations;test_3-5_0-9_293;28;24;2;0;2;92.86
combinations;test_3-5_0-2_77;28;26;2;0;0;100.00
combinations;test_3-5_0-0_17;28;26;2;0;0;100.00
combinations;test_3-5_0-4_143;28;26;2;0;0;100.00
combinations;test_3-5_0-4_121;28;24;2;0;2;92.86
combinations;test_3-5_0-9_297;28;24;2;0;2;92.86
combinations;test_3-5_0-6_181;28;26;2;0;0;100.00
combinations;test_3-5_0-9_292;28;26;2;0;0;100.00
combinations;test_3-5_1-0_308;28;26;2;0;0;100.00
combinations;test_3-5_0-1_46;28;26;2;0;0;100.00
combinations;test_3-5_0-2_67;28;26;2;0;0;100.00
combinations;test_3-5_0-5_154;28;26;2;0;0;100.00
combinations;test_3-5_0-3_98;28;26;2;0;0;100.00
combinations;test_3-5_0-0_16;28;26;2;0;0;100.00
combinations;test_3-5_0-5_179;28;26;2;0;0;100.00
combinations;test_3-5_1-0_321;28;24;2;0;2;92.86
combinations;test_3-5_0-1_36;28;26;2;0;0;100.00
combinations;test_3-5_0-7_227;28;26;2;0;0;100.00
combinations;test_3-5_1-0_324;28;24;2;0;2;92.86
combinations;test_3-5_0-8_242;28;26;2;0;0;100.00
combinations;test_3-5_0-0_23;28;26;2;0;0;100.00
combinations;test_3-5_0-8_254;28;26;2;0;0;100.00
combinations;test_3-5_0-6_207;28;25;2;0;1;96.43
combinations;test_3-5_0-8_264;28;26;2;0;0;100.00
combinations;test_3-5_0-6_197;28;24;2;0;2;92.86
combinations;test_3-5_0-0_3;28;26;2;0;0;100.00
combinations;test_3-5_0-2_87;28;26;2;0;0;100.00
combinations;test_3-5_0-7_230;28;26;2;0;0;100.00
combinations;test_3-5_0-0_22;28;26;2;0;0;100.00
combinations;test_3-5_0-8_249;28;25;2;0;1;96.43
combinations;test_3-5_0-7_212;28;24;2;0;2;92.86
combinations;test_3-5_0-4_127;28;24;2;0;2;92.86
combinations;test_3-5_0-7_232;28;26;2;0;0;100.00
combinations;test_3-5_0-3_120;28;26;2;0;0;100.00
combinations;test_3-5_0-9_299;28;24;2;0;2;92.86
combinations;test_3-5_0-0_20;28;26;2;0;0;100.00
combinations;test_3-5_0-2_86;28;26;2;0;0;100.00
combinations;test_3-5_0-5_151;28;26;2;0;0;100.00
combinations;test_3-5_0-3_108;28;26;2;0;0;100.00
combinations;test_3-5_0-3_112;28;26;2;0;0;100.00
combinations;test_3-5_0-7_238;28;25;2;0;1;96.43
combinations;test_3-5_0-3_107;28;26;2;0;0;100.00
combinations;test_3-5_0-6_193;28;24;2;0;2;92.86
combinations;test_3-5_0-0_8;28;26;2;0;0;100.00
