project;test file;mutants;killed_output;killed_timeout;total_killed;survived;mutation score
combinations;test_3-5_0-5_178;58;57;0;57;1;98.28
combinations;test_3-5_0-2_83;58;57;0;57;1;98.28
combinations;test_3-5_0-0_10;58;57;0;57;1;98.28
combinations;test_3-5_0-4_137;58;57;0;57;1;98.28
combinations;test_3-5_0-7_226;58;57;0;57;1;98.28
combinations;test_3-5_1-0_329;58;57;0;57;1;98.28
combinations;test_3-5_0-2_78;58;57;0;57;1;98.28
combinations;test_3-5_0-4_123;58;57;0;57;1;98.28
combinations;test_3-5_0-0_4;58;57;0;57;1;98.28
combinations;test_3-5_0-6_200;58;57;0;57;1;98.28
combinations;test_3-5_0-1_50;58;57;0;57;1;98.28
combinations;test_3-5_0-6_183;58;57;0;57;1;98.28
combinations;test_3-5_0-5_177;58;57;0;57;1;98.28
combinations;test_3-5_0-6_210;58;57;0;57;1;98.28
combinations;test_3-5_0-5_180;58;57;0;57;1;98.28
combinations;test_3-5_0-3_116;58;57;0;57;1;98.28
combinations;test_3-5_0-4_133;58;57;0;57;1;98.28
combinations;test_3-5_1-0_322;58;57;0;57;1;98.28
combinations;test_3-5_0-9_284;58;56;0;56;2;96.55
combinations;test_3-5_0-4_150;58;58;0;58;0;100.00
combinations;test_3-5_1-0_328;58;57;0;57;1;98.28
combinations;test_3-5_0-8_248;58;57;0;57;1;98.28
combinations;test_3-5_0-3_95;58;57;0;57;1;98.28
combinations;test_3-5_1-0_301;58;57;0;57;1;98.28
combinations;test_3-5_0-3_104;58;57;0;57;1;98.28
combinations;test_3-5_0-8_268;58;57;0;57;1;98.28
combinations;test_3-5_0-3_114;58;57;0;57;1;98.28
combinations;test_3-5_0-7_236;58;56;0;56;2;96.55
combinations;test_3-5_0-7_220;58;58;0;58;0;100.00
combinations;test_3-5_0-3_118;58;57;0;57;1;98.28
combinations;test_3-5_0-1_48;58;57;0;57;1;98.28
combinations;test_3-5_0-0_5;58;57;0;57;1;98.28
combinations;test_3-5_0-5_176;58;57;0;57;1;98.28
combinations;test_3-5_0-2_90;58;57;0;57;1;98.28
combinations;test_3-5_0-7_225;58;57;0;57;1;98.28
combinations;test_3-5_0-4_130;58;57;0;57;1;98.28
combinations;test_3-5_0-1_45;58;57;0;57;1;98.28
combinations;test_3-5_0-9_293;58;57;0;57;1;98.28
combinations;test_3-5_0-2_77;58;57;0;57;1;98.28
combinations;test_3-5_0-0_17;58;57;0;57;1;98.28
combinations;test_3-5_0-4_143;58;57;0;57;1;98.28
combinations;test_3-5_0-4_121;58;57;0;57;1;98.28
