Temperature,Average
0-0,98.75448275862071
0-1,98.41760000000002
0-2,98.28
0-3,98.35166666666669
0-4,98.45199999999998
0-5,98.37052631578946
0-6,98.37052631578946
0-7,98.38058823529411
0-8,98.38749999999999
0-9,98.15642857142856
1-0,98.41153846153846
