project;test file;mutants;killed;incompetent;timeout;survived;mutation score
graph2;test_3-5_1-0_326;57;24;12;0;21;63.16
graph2;test_3-5_0-8_257;57;33;17;0;7;87.72
graph2;test_3-5_0-4_123;57;26;14;0;17;70.18
graph2;test_3-5_0-8_248;57;26;14;0;17;70.18
graph2;test_3-5_1-0_319;57;20;10;0;27;52.63
graph2;test_3-5_0-6_203;57;27;11;0;19;66.67
graph2;test_3-5_0-9_294;57;28;13;0;16;71.93
graph2;test_3-5_0-5_172;57;24;12;0;21;63.16
graph2;test_3-5_0-6_197;57;26;14;0;17;70.18
graph2;test_3-5_0-6_204;57;29;16;0;12;78.95
graph2;test_3-5_0-4_146;57;26;14;0;17;70.18
graph2;test_3-5_0-8_258;57;26;14;0;17;70.18
graph2;test_3-5_0-6_202;57;24;12;0;21;63.16
graph2;test_3-5_0-3_113;57;26;14;0;17;70.18
graph2;test_3-5_0-9_281;57;35;15;0;7;87.72
graph2;test_3-5_0-9_271;57;26;14;0;17;70.18
graph2;test_3-5_0-8_263;57;32;13;0;12;78.95
graph2;test_3-5_1-0_320;57;26;14;0;17;70.18
graph2;test_3-5_0-2_76;57;24;12;0;21;63.16
graph2;test_3-5_0-9_274;57;26;14;0;17;70.18
graph2;test_3-5_0-5_173;57;26;14;0;17;70.18
graph2;test_3-5_0-7_237;57;24;12;0;21;63.16
graph2;test_3-5_0-5_174;57;26;14;0;17;70.18
graph2;test_3-5_0-5_162;57;26;14;0;17;70.18
graph2;test_3-5_0-8_247;57;29;14;0;14;75.44
