Temperature,Average
0-0,0
0-1,0
0-2,63.16
0-3,70.18
0-4,70.18
0-5,68.42500000000001
0-6,69.74000000000001
0-7,63.16
0-8,76.494
0-9,75.0025
1-0,61.99
