project;test file;mutants;killed_output;killed_timeout;total_killed;survived;mutation score
graph2;test_3-5_1-0_326;3;1;0;1;2;33.33
graph2;test_3-5_0-8_257;3;2;0;2;1;66.67
graph2;test_3-5_0-4_123;3;1;0;1;2;33.33
graph2;test_3-5_0-8_248;3;1;0;1;2;33.33
graph2;test_3-5_1-0_319;3;1;0;1;2;33.33
graph2;test_3-5_0-6_203;3;1;0;1;2;33.33
graph2;test_3-5_0-9_294;3;1;0;1;2;33.33
graph2;test_3-5_0-5_172;3;1;0;1;2;33.33
graph2;test_3-5_0-6_197;3;1;0;1;2;33.33
graph2;test_3-5_0-6_204;3;1;0;1;2;33.33
graph2;test_3-5_0-4_146;3;1;0;1;2;33.33
graph2;test_3-5_0-8_258;3;1;0;1;2;33.33
graph2;test_3-5_0-6_202;3;1;0;1;2;33.33
graph2;test_3-5_0-3_113;3;1;0;1;2;33.33
graph2;test_3-5_0-9_281;3;2;0;2;1;66.67
graph2;test_3-5_0-9_271;3;1;0;1;2;33.33
graph2;test_3-5_0-8_263;3;2;0;2;1;66.67
graph2;test_3-5_1-0_320;3;1;0;1;2;33.33
graph2;test_3-5_0-2_76;3;1;0;1;2;33.33
graph2;test_3-5_0-9_274;3;1;0;1;2;33.33
graph2;test_3-5_0-5_173;3;1;0;1;2;33.33
graph2;test_3-5_0-7_237;3;1;0;1;2;33.33
graph2;test_3-5_0-5_174;3;1;0;1;2;33.33
graph2;test_3-5_0-5_162;3;1;0;1;2;33.33
graph2;test_3-5_0-8_247;3;2;0;2;1;66.67
