Temperature,Average
0-0,91.8103448275862
0-1,91.25
0-2,93.75
0-3,92.5
0-4,94.39655172413794
0-5,94.16666666666667
0-6,95.25862068965517
0-7,95.0
0-8,96.25
0-9,96.875
1-0,96.98275862068965
