Temperature,Average
0-0,93.47551724137931
0-1,93.45499999999998
0-2,93.45499999999998
0-3,93.81199999999997
0-4,94.21413793103449
0-5,93.57366666666668
0-6,92.98241379310345
0-7,93.33533333333334
0-8,92.859
0-9,93.24178571428571
1-0,91.7506896551724
