Temperature,Average
0-0,84.59965517241382
0-1,85.44633333333336
0-2,85.00033333333334
0-3,85.55666666666667
0-4,86.09172413793101
0-5,84.88966666666668
0-6,83.33379310344829
0-7,82.44533333333335
0-8,83.00066666666666
0-9,82.26214285714285
1-0,81.26379310344826
