project;test file;mutants;killed;incompetent;timeout;survived;mutation score
long-comm;test_3-5_0-5_178;28;25;1;0;2;92.86
long-comm;test_3-5_0-2_83;28;22;4;0;2;92.86
long-comm;test_3-5_0-7_213;28;25;1;0;2;92.86
long-comm;test_3-5_0-9_279;28;22;4;0;2;92.86
long-comm;test_3-5_0-3_115;28;25;1;0;2;92.86
long-comm;test_3-5_0-7_224;28;24;3;0;1;96.43
long-comm;test_3-5_0-0_10;28;23;4;0;1;96.43
long-comm;test_3-5_0-4_137;28;22;4;0;2;92.86
long-comm;test_3-5_0-1_56;28;25;1;0;2;92.86
long-comm;test_3-5_0-8_257;28;23;4;0;1;96.43
long-comm;test_3-5_1-0_310;28;19;3;0;6;78.57
long-comm;test_3-5_0-7_226;28;24;3;0;1;96.43
long-comm;test_3-5_1-0_329;28;24;3;0;1;96.43
long-comm;test_3-5_0-2_78;28;22;4;0;2;92.86
long-comm;test_3-5_0-8_262;28;23;4;0;1;96.43
long-comm;test_3-5_0-8_251;28;19;3;0;6;78.57
long-comm;test_3-5_0-4_123;28;24;3;0;1;96.43
long-comm;test_3-5_0-9_283;28;24;3;0;1;96.43
long-comm;test_3-5_0-0_4;28;25;1;0;2;92.86
long-comm;test_3-5_0-6_200;28;24;3;0;1;96.43
long-comm;test_3-5_0-1_50;28;25;1;0;2;92.86
long-comm;test_3-5_0-6_183;28;25;1;0;2;92.86
long-comm;test_3-5_0-5_177;28;22;4;0;2;92.86
long-comm;test_3-5_0-6_210;28;24;3;0;1;96.43
long-comm;test_3-5_0-7_211;28;24;1;0;3;89.29
long-comm;test_3-5_0-5_180;28;25;1;0;2;92.86
long-comm;test_3-5_0-3_116;28;25;1;0;2;92.86
long-comm;test_3-5_0-2_70;28;23;4;0;1;96.43
long-comm;test_3-5_0-4_133;28;25;1;0;2;92.86
long-comm;test_3-5_1-0_322;28;26;1;0;1;96.43
long-comm;test_3-5_0-9_284;28;23;4;0;1;96.43
long-comm;test_3-5_0-4_150;28;25;1;0;2;92.86
long-comm;test_3-5_1-0_328;28;24;3;0;1;96.43
long-comm;test_3-5_0-9_300;28;22;4;0;2;92.86
long-comm;test_3-5_0-8_248;28;25;2;0;1;96.43
long-comm;test_3-5_0-3_95;28;24;3;0;1;96.43
long-comm;test_3-5_1-0_301;28;22;4;0;2;92.86
long-comm;test_3-5_0-3_104;28;25;1;0;2;92.86
long-comm;test_3-5_0-8_268;28;24;3;0;1;96.43
long-comm;test_3-5_0-3_114;28;24;3;0;1;96.43
long-comm;test_3-5_0-7_236;28;18;4;0;6;78.57
long-comm;test_3-5_0-7_220;28;24;3;0;1;96.43
long-comm;test_3-5_0-3_118;28;24;3;0;1;96.43
long-comm;test_3-5_0-1_48;28;25;1;0;2;92.86
long-comm;test_3-5_0-0_5;28;23;4;0;1;96.43
long-comm;test_3-5_0-3_91;28;22;4;0;2;92.86
long-comm;test_3-5_0-5_176;28;22;4;0;2;92.86
long-comm;test_3-5_0-2_90;28;25;1;0;2;92.86
long-comm;test_3-5_0-6_185;28;24;3;0;1;96.43
long-comm;test_3-5_0-8_250;28;23;4;0;1;96.43
long-comm;test_3-5_0-8_259;28;25;1;0;2;92.86
long-comm;test_3-5_0-7_225;28;25;1;0;2;92.86
long-comm;test_3-5_0-4_130;28;22;4;0;2;92.86
long-comm;test_3-5_0-8_253;28;25;2;0;1;96.43
long-comm;test_3-5_1-0_314;28;22;4;0;2;92.86
long-comm;test_3-5_0-1_45;28;25;1;0;2;92.86
long-comm;test_3-5_0-9_293;28;25;1;0;2;92.86
long-comm;test_3-5_0-2_77;28;24;3;0;1;96.43
long-comm;test_3-5_0-0_17;28;24;3;0;1;96.43
long-comm;test_3-5_0-4_143;28;25;1;0;2;92.86
long-comm;test_3-5_1-0_312;28;22;4;0;2;92.86
long-comm;test_3-5_0-4_121;28;25;1;0;2;92.86
long-comm;test_3-5_1-0_319;28;22;4;0;2;92.86
long-comm;test_3-5_0-9_297;28;24;3;0;1;96.43
long-comm;test_3-5_0-6_203;28;22;4;0;2;92.86
long-comm;test_3-5_0-6_181;28;24;3;0;1;96.43
long-comm;test_3-5_0-9_292;28;22;4;0;2;92.86
long-comm;test_3-5_0-7_222;28;22;4;0;2;92.86
long-comm;test_3-5_0-9_294;28;18;4;0;6;78.57
long-comm;test_3-5_0-7_233;28;25;1;0;2;92.86
long-comm;test_3-5_1-0_308;28;25;2;0;1;96.43
long-comm;test_3-5_0-7_223;28;25;1;0;2;92.86
long-comm;test_3-5_0-1_46;28;25;1;0;2;92.86
long-comm;test_3-5_0-2_67;28;22;4;0;2;92.86
long-comm;test_3-5_0-6_196;28;22;4;0;2;92.86
long-comm;test_3-5_0-5_172;28;25;1;0;2;92.86
long-comm;test_3-5_0-5_154;28;24;3;0;1;96.43
long-comm;test_3-5_0-3_98;28;24;3;0;1;96.43
long-comm;test_3-5_0-5_171;28;24;3;0;1;96.43
long-comm;test_3-5_0-0_16;28;25;1;0;2;92.86
long-comm;test_3-5_1-0_317;28;25;1;0;2;92.86
long-comm;test_3-5_0-5_179;28;18;4;0;6;78.57
long-comm;test_3-5_1-0_321;28;22;4;0;2;92.86
long-comm;test_3-5_0-1_36;28;25;1;0;2;92.86
