project;test file;mutants;killed;incompetent;timeout;survived;mutation score
convert-base;test_3-5_0-2_83;42;37;2;0;3;92.86
convert-base;test_3-5_0-3_114;42;33;2;0;7;83.33
convert-base;test_3-5_0-6_185;42;32;2;0;8;80.95
convert-base;test_3-5_0-8_250;42;34;2;0;6;85.71
convert-base;test_3-5_1-0_314;42;37;2;0;3;92.86
convert-base;test_3-5_0-6_181;42;38;2;0;2;95.24
convert-base;test_3-5_0-8_242;42;37;2;0;3;92.86
convert-base;test_3-5_0-3_111;42;37;2;0;3;92.86
convert-base;test_3-5_0-9_272;42;25;2;0;15;64.29
convert-base;test_3-5_0-8_249;42;37;2;0;3;92.86
convert-base;test_3-5_0-7_232;42;37;2;0;3;92.86
convert-base;test_3-5_0-7_217;42;25;2;0;15;64.29
convert-base;test_3-5_0-3_112;42;37;2;0;3;92.86
convert-base;test_3-5_0-5_167;42;38;2;0;2;95.24
convert-base;test_3-5_0-2_81;42;37;2;0;3;92.86
convert-base;test_3-5_0-7_215;42;25;2;0;15;64.29
convert-base;test_3-5_0-3_96;42;33;2;0;7;83.33
convert-base;test_3-5_0-5_163;42;35;1;0;6;85.71
convert-base;test_3-5_0-5_169;42;37;2;0;3;92.86
convert-base;test_3-5_0-1_40;42;37;2;0;3;92.86
convert-base;test_3-5_0-4_131;42;30;2;0;10;76.19
convert-base;test_3-5_0-6_202;42;33;2;0;7;83.33
convert-base;test_3-5_0-5_170;42;37;2;0;3;92.86
convert-base;test_3-5_0-9_275;42;39;1;0;2;95.24
convert-base;test_3-5_0-6_205;42;37;2;0;3;92.86
convert-base;test_3-5_1-0_327;42;25;2;0;15;64.29
convert-base;test_3-5_0-8_263;42;34;2;0;6;85.71
convert-base;test_3-5_0-9_298;42;25;2;0;15;64.29
convert-base;test_3-5_0-8_256;42;25;2;0;15;64.29
convert-base;test_3-5_0-7_221;42;25;2;0;15;64.29
convert-base;test_3-5_0-4_145;42;38;2;0;2;95.24
convert-base;test_3-5_0-6_192;42;37;2;0;3;92.86
convert-base;test_3-5_0-4_138;42;24;2;0;16;61.90
convert-base;test_3-5_0-8_267;42;30;3;0;9;78.57
convert-base;test_3-5_0-4_149;42;37;2;0;3;92.86
convert-base;test_3-5_0-8_246;42;31;2;0;9;78.57
convert-base;test_3-5_1-0_303;42;33;2;0;7;83.33
