project;test file;mutants;killed_output;killed_timeout;total_killed;survived;mutation score
convert-base;test_3-5_0-2_83;125;116;0;116;9;92.80
convert-base;test_3-5_0-3_114;125;103;0;103;22;82.40
convert-base;test_3-5_0-6_185;125;103;0;103;22;82.40
convert-base;test_3-5_0-8_250;125;107;0;107;18;85.60
convert-base;test_3-5_1-0_314;125;114;0;114;11;91.20
convert-base;test_3-5_0-6_181;125;114;0;114;11;91.20
convert-base;test_3-5_0-8_242;125;115;0;115;10;92.00
convert-base;test_3-5_0-3_111;125;113;0;113;12;90.40
convert-base;test_3-5_0-9_272;125;87;0;87;38;69.60
convert-base;test_3-5_0-8_249;125;112;0;112;13;89.60
convert-base;test_3-5_0-7_232;125;112;0;112;13;89.60
convert-base;test_3-5_0-7_217;125;87;0;87;38;69.60
convert-base;test_3-5_0-3_112;125;116;0;116;9;92.80
convert-base;test_3-5_0-5_167;125;112;0;112;13;89.60
convert-base;test_3-5_0-2_81;125;114;0;114;11;91.20
convert-base;test_3-5_0-7_215;125;87;0;87;38;69.60
convert-base;test_3-5_0-3_96;125;103;0;103;22;82.40
convert-base;test_3-5_0-5_163;125;103;0;103;22;82.40
convert-base;test_3-5_0-5_169;125;115;0;115;10;92.00
convert-base;test_3-5_0-1_40;125;113;0;113;12;90.40
convert-base;test_3-5_0-4_131;125;97;0;97;28;77.60
convert-base;test_3-5_0-6_202;125;106;0;106;19;84.80
convert-base;test_3-5_0-5_170;125;113;0;113;12;90.40
convert-base;test_3-5_0-9_275;125;114;0;114;11;91.20
convert-base;test_3-5_0-6_205;125;112;0;112;13;89.60
convert-base;test_3-5_1-0_327;125;87;0;87;38;69.60
convert-base;test_3-5_0-8_263;125;105;0;105;20;84.00
convert-base;test_3-5_0-9_298;125;87;0;87;38;69.60
convert-base;test_3-5_0-8_256;125;87;0;87;38;69.60
convert-base;test_3-5_0-7_221;125;87;0;87;38;69.60
convert-base;test_3-5_0-4_145;125;116;0;116;9;92.80
convert-base;test_3-5_0-6_192;125;114;0;114;11;91.20
convert-base;test_3-5_0-4_138;125;84;0;84;41;67.20
convert-base;test_3-5_0-8_267;125;100;0;100;25;80.00
convert-base;test_3-5_0-4_149;125;112;0;112;13;89.60
convert-base;test_3-5_0-8_246;125;100;0;100;25;80.00
convert-base;test_3-5_1-0_303;125;100;0;100;25;80.00
