Temperature,Average
0-0,0
0-1,92.86
0-2,92.86
0-3,88.095
0-4,81.5475
0-5,91.6675
0-6,89.048
0-7,71.4325
0-8,82.65285714285713
0-9,74.60666666666667
1-0,80.16000000000001
