Temperature,Average
0-0,92.11
0-1,92.11
0-2,92.11
0-3,92.11
0-4,92.11
0-5,92.11
0-6,92.11
0-7,92.11
0-8,69.74
0-9,91.44999999999999
1-0,92.11
