Temperature,Average
0-0,100.0
0-1,100.0
0-2,100.0
0-3,100.0
0-4,100.0
0-5,83.33333333333333
0-6,100.0
0-7,100.0
0-8,100.0
0-9,81.25
1-0,90.0
