project;test file;mutants;killed;incompetent;timeout;survived;mutation score
lru-cache;test_3-5_0-2_83;90;58;14;0;18;80.00
lru-cache;test_3-5_0-7_213;90;62;14;0;14;84.44
lru-cache;test_3-5_0-9_279;90;67;14;0;9;90.00
lru-cache;test_3-5_1-0_326;90;65;14;0;11;87.78
lru-cache;test_3-5_0-4_137;90;65;14;0;11;87.78
lru-cache;test_3-5_0-1_56;90;64;14;0;12;86.67
lru-cache;test_3-5_0-8_262;90;69;14;0;7;92.22
lru-cache;test_3-5_0-4_123;90;64;14;0;12;86.67
lru-cache;test_3-5_0-0_4;90;65;14;0;11;87.78
lru-cache;test_3-5_0-6_200;90;63;14;0;13;85.56
lru-cache;test_3-5_0-1_50;90;66;14;0;10;88.89
lru-cache;test_3-5_0-6_183;90;65;14;0;11;87.78
lru-cache;test_3-5_0-6_210;90;65;14;0;11;87.78
lru-cache;test_3-5_0-5_180;90;66;14;0;10;88.89
lru-cache;test_3-5_0-3_116;90;68;14;0;8;91.11
lru-cache;test_3-5_0-2_70;90;63;14;0;13;85.56
lru-cache;test_3-5_0-9_284;90;63;14;0;13;85.56
lru-cache;test_3-5_0-4_150;90;64;14;0;12;86.67
lru-cache;test_3-5_1-0_328;90;62;14;0;14;84.44
lru-cache;test_3-5_0-9_300;90;65;14;0;11;87.78
lru-cache;test_3-5_0-3_95;90;58;14;0;18;80.00
lru-cache;test_3-5_1-0_301;90;56;14;0;20;77.78
lru-cache;test_3-5_0-3_104;90;63;14;0;13;85.56
lru-cache;test_3-5_0-3_114;90;61;14;0;15;83.33
lru-cache;test_3-5_0-7_220;90;67;14;0;9;90.00
lru-cache;test_3-5_0-3_118;90;66;14;0;10;88.89
lru-cache;test_3-5_0-1_48;90;65;14;0;11;87.78
lru-cache;test_3-5_0-0_5;90;65;14;0;11;87.78
lru-cache;test_3-5_0-3_91;90;65;14;0;11;87.78
lru-cache;test_3-5_0-5_176;90;68;14;0;8;91.11
lru-cache;test_3-5_0-2_90;90;66;14;0;10;88.89
lru-cache;test_3-5_0-8_259;90;64;14;0;12;86.67
lru-cache;test_3-5_0-4_130;90;65;14;0;11;87.78
lru-cache;test_3-5_0-8_253;90;64;14;0;12;86.67
lru-cache;test_3-5_0-1_45;90;62;14;0;14;84.44
lru-cache;test_3-5_0-2_77;90;66;14;0;10;88.89
lru-cache;test_3-5_0-0_17;90;57;14;0;19;78.89
lru-cache;test_3-5_0-4_143;90;59;14;0;17;81.11
lru-cache;test_3-5_1-0_312;90;64;14;0;12;86.67
lru-cache;test_3-5_0-4_121;90;64;14;0;12;86.67
lru-cache;test_3-5_1-0_319;90;65;14;0;11;87.78
lru-cache;test_3-5_0-9_297;90;64;14;0;12;86.67
lru-cache;test_3-5_0-6_203;90;64;14;0;12;86.67
lru-cache;test_3-5_0-7_222;90;65;14;0;11;87.78
lru-cache;test_3-5_0-9_294;90;63;14;0;13;85.56
lru-cache;test_3-5_0-7_233;90;63;14;0;13;85.56
lru-cache;test_3-5_1-0_308;90;64;14;0;12;86.67
lru-cache;test_3-5_0-2_67;90;65;14;0;11;87.78
lru-cache;test_3-5_0-5_154;90;62;14;0;14;84.44
lru-cache;test_3-5_0-3_98;90;63;14;0;13;85.56
lru-cache;test_3-5_0-5_171;90;65;14;0;11;87.78
lru-cache;test_3-5_0-0_16;90;65;14;0;11;87.78
lru-cache;test_3-5_1-0_317;90;63;14;0;13;85.56
lru-cache;test_3-5_0-1_36;90;57;14;0;19;78.89
lru-cache;test_3-5_1-0_324;90;65;14;0;11;87.78
lru-cache;test_3-5_0-5_175;90;65;14;0;11;87.78
lru-cache;test_3-5_0-0_23;90;57;14;0;19;78.89
lru-cache;test_3-5_0-8_254;90;63;14;0;13;85.56
lru-cache;test_3-5_0-6_207;90;61;14;0;15;83.33
lru-cache;test_3-5_0-9_287;90;67;14;0;9;90.00
lru-cache;test_3-5_0-0_3;90;65;14;0;11;87.78
lru-cache;test_3-5_0-2_87;90;65;14;0;11;87.78
lru-cache;test_3-5_0-9_272;90;61;14;0;15;83.33
lru-cache;test_3-5_0-0_22;90;57;14;0;19;78.89
lru-cache;test_3-5_0-7_212;90;66;14;0;10;88.89
lru-cache;test_3-5_0-4_127;90;66;14;0;10;88.89
lru-cache;test_3-5_0-3_120;90;57;14;0;19;78.89
lru-cache;test_3-5_0-9_299;90;62;14;0;14;84.44
lru-cache;test_3-5_0-7_217;90;55;14;0;21;76.67
lru-cache;test_3-5_0-0_20;90;65;14;0;11;87.78
lru-cache;test_3-5_0-2_86;90;65;14;0;11;87.78
lru-cache;test_3-5_0-3_112;90;67;14;0;9;90.00
lru-cache;test_3-5_1-0_305;90;67;14;0;9;90.00
lru-cache;test_3-5_0-7_238;90;66;14;0;10;88.89
lru-cache;test_3-5_0-6_193;90;66;14;0;10;88.89
lru-cache;test_3-5_0-9_285;90;60;14;0;16;82.22
lru-cache;test_3-5_0-5_167;90;65;14;0;11;87.78
lru-cache;test_3-5_0-2_81;90;65;14;0;11;87.78
lru-cache;test_3-5_0-0_8;90;58;14;0;18;80.00
lru-cache;test_3-5_0-4_125;90;58;14;0;18;80.00
lru-cache;test_3-5_1-0_307;90;64;14;0;12;86.67
lru-cache;test_3-5_0-8_260;90;63;14;0;13;85.56
lru-cache;test_3-5_0-3_94;90;65;14;0;11;87.78
lru-cache;test_3-5_0-7_229;90;64;14;0;12;86.67
lru-cache;test_3-5_0-6_186;90;67;14;0;9;90.00
lru-cache;test_3-5_1-0_309;90;62;14;0;14;84.44
lru-cache;test_3-5_0-6_199;90;66;14;0;10;88.89
lru-cache;test_3-5_0-2_64;90;61;14;0;15;83.33
lru-cache;test_3-5_0-3_110;90;67;14;0;9;90.00
lru-cache;test_3-5_0-1_49;90;57;14;0;19;78.89
lru-cache;test_3-5_0-6_184;90;63;14;0;13;85.56
lru-cache;test_3-5_0-3_106;90;64;14;0;12;86.67
lru-cache;test_3-5_0-6_201;90;64;14;0;12;86.67
lru-cache;test_3-5_0-4_134;90;65;14;0;11;87.78
lru-cache;test_3-5_0-5_163;90;65;14;0;11;87.78
lru-cache;test_3-5_0-7_216;90;64;14;0;12;86.67
lru-cache;test_3-5_1-0_315;90;69;14;0;7;92.22
lru-cache;test_3-5_0-2_73;90;62;14;0;14;84.44
lru-cache;test_3-5_0-5_169;90;66;14;0;10;88.89
lru-cache;test_3-5_0-1_31;90;65;14;0;11;87.78
