Temperature,Average
0-0,65.21272727272725
0-1,59.36727272727273
0-2,56.529999999999994
0-3,56.124
0-4,55.10333333333333
0-5,66.96625
0-6,57.144285714285715
0-7,60.84374999999999
0-8,52.87636363636363
0-9,63.943333333333335
1-0,66.83833333333332
