project;test file;mutants;killed;incompetent;timeout;survived;mutation score
graph1;test_3-5_0-2_83;158;80;19;0;59;62.66
graph1;test_3-5_0-7_224;158;94;19;0;45;71.52
graph1;test_3-5_0-0_10;158;99;19;0;40;74.68
graph1;test_3-5_0-1_56;158;94;25;0;39;75.32
graph1;test_3-5_0-8_257;158;97;19;0;42;73.42
graph1;test_3-5_1-0_310;158;107;25;0;26;83.54
graph1;test_3-5_0-8_262;158;99;19;0;40;74.68
graph1;test_3-5_0-4_123;158;97;19;0;42;73.42
graph1;test_3-5_0-6_200;158;96;19;0;43;72.78
graph1;test_3-5_0-7_211;158;109;25;0;24;84.81
graph1;test_3-5_0-5_180;158;97;19;0;42;73.42
graph1;test_3-5_0-3_114;158;83;19;0;56;64.56
graph1;test_3-5_0-0_5;158;102;19;0;37;76.58
graph1;test_3-5_0-2_90;158;106;25;0;27;82.91
graph1;test_3-5_0-8_259;158;109;22;0;27;82.91
graph1;test_3-5_0-8_253;158;92;22;0;44;72.15
graph1;test_3-5_0-1_45;158;99;19;0;40;74.68
graph1;test_3-5_0-9_293;158;109;24;0;25;84.18
graph1;test_3-5_0-9_297;158;108;24;0;26;83.54
graph1;test_3-5_0-6_203;158;83;19;0;56;64.56
graph1;test_3-5_0-6_181;158;104;22;0;32;79.75
graph1;test_3-5_0-1_46;158;99;19;0;40;74.68
graph1;test_3-5_0-5_154;158;109;25;0;24;84.81
graph1;test_3-5_0-7_227;158;97;22;0;39;75.32
graph1;test_3-5_0-8_254;158;99;19;0;40;74.68
graph1;test_3-5_0-6_207;158;98;22;0;38;75.95
graph1;test_3-5_0-9_287;158;101;19;0;38;75.95
graph1;test_3-5_0-2_87;158;88;19;0;51;67.72
graph1;test_3-5_0-0_22;158;97;19;0;42;73.42
graph1;test_3-5_0-8_249;158;99;28;0;31;80.38
graph1;test_3-5_0-7_212;158;92;19;0;47;70.25
graph1;test_3-5_0-0_20;158;106;25;0;27;82.91
graph1;test_3-5_0-4_148;158;87;19;0;52;67.09
graph1;test_3-5_0-5_151;158;80;19;0;59;62.66
graph1;test_3-5_0-3_108;158;83;19;0;56;64.56
graph1;test_3-5_0-3_112;158;109;25;0;24;84.81
graph1;test_3-5_0-3_107;158;97;19;0;42;73.42
graph1;test_3-5_0-0_8;158;109;25;0;24;84.81
graph1;test_3-5_0-1_54;158;97;19;0;42;73.42
graph1;test_3-5_0-8_260;158;59;20;0;79;50.00
graph1;test_3-5_0-3_103;158;97;19;0;42;73.42
graph1;test_3-5_0-4_142;158;97;19;0;42;73.42
graph1;test_3-5_1-0_309;158;105;21;0;32;79.75
graph1;test_3-5_0-5_163;158;97;22;0;39;75.32
graph1;test_3-5_0-5_169;158;109;25;0;24;84.81
graph1;test_3-5_0-4_146;158;90;25;0;43;72.78
graph1;test_3-5_0-0_28;158;97;19;0;42;73.42
graph1;test_3-5_0-7_235;158;104;19;0;35;77.85
graph1;test_3-5_1-0_325;158;97;19;0;42;73.42
graph1;test_3-5_0-1_53;158;95;19;0;44;72.15
graph1;test_3-5_1-0_311;158;113;22;0;23;85.44
graph1;test_3-5_0-6_205;158;101;19;0;38;75.95
graph1;test_3-5_1-0_327;158;94;19;0;45;71.52
graph1;test_3-5_0-0_7;158;97;19;0;42;73.42
graph1;test_3-5_0-4_135;158;99;19;0;40;74.68
graph1;test_3-5_0-9_298;158;100;19;0;39;75.32
graph1;test_3-5_0-8_256;158;100;19;0;39;75.32
graph1;test_3-5_1-0_302;158;104;22;0;32;79.75
graph1;test_3-5_0-7_221;158;85;19;0;54;65.82
graph1;test_3-5_0-7_218;158;103;19;0;36;77.22
graph1;test_3-5_0-0_12;158;99;19;0;40;74.68
graph1;test_3-5_0-0_26;158;109;25;0;24;84.81
graph1;test_3-5_0-1_60;158;106;25;0;27;82.91
graph1;test_3-5_0-1_58;158;99;19;0;40;74.68
graph1;test_3-5_0-6_192;158;88;21;0;49;68.99
graph1;test_3-5_0-4_138;158;83;19;0;56;64.56
graph1;test_3-5_0-1_47;158;99;19;0;40;74.68
graph1;test_3-5_0-1_39;158;97;19;0;42;73.42
graph1;test_3-5_0-1_59;158;89;19;0;50;68.35
graph1;test_3-5_0-2_88;158;102;19;0;37;76.58
graph1;test_3-5_0-8_243;158;103;19;0;36;77.22
graph1;test_3-5_0-9_277;158;95;19;0;44;72.15
graph1;test_3-5_0-9_286;158;74;21;0;63;60.13
graph1;test_3-5_0-8_267;158;74;21;0;63;60.13
graph1;test_3-5_0-6_189;158;102;19;0;37;76.58
graph1;test_3-5_0-5_153;158;103;22;0;33;79.11
graph1;test_3-5_0-5_166;158;109;25;0;24;84.81
graph1;test_3-5_0-5_156;158;109;22;0;27;82.91
graph1;test_3-5_0-2_74;158;97;19;0;42;73.42
graph1;test_3-5_0-0_19;158;83;19;0;56;64.56
graph1;test_3-5_0-0_15;158;97;19;0;42;73.42
graph1;test_3-5_0-7_234;158;97;19;0;42;73.42
graph1;test_3-5_0-8_246;158;82;19;0;57;63.92
graph1;test_3-5_0-1_38;158;97;19;0;42;73.42
