LABEL;#TS;TEMP;TOKENS
END_TS;1;0.0;3779
END_TS;2;0.0;4354
END_TS;3;0.0;3706
END_TS;4;0.0;3801
END_TS;5;0.0;3741
END_TS;6;0.0;4034
END_TS;7;0.0;3805
END_TS;8;0.0;3741
END_TS;9;0.0;3687
END_TS;10;0.0;3901
END_TS;11;0.0;4350
END_TS;12;0.0;3782
END_TS;13;0.0;3801
END_TS;14;0.0;4191
END_TS;15;0.0;3762
END_TS;16;0.0;4350
END_TS;17;0.0;3739
END_TS;18;0.0;3778
END_TS;19;0.0;3803
END_TS;20;0.0;3284
END_TS;21;0.0;3778
END_TS;22;0.0;5798
END_TS;23;0.0;3778
END_TS;24;0.0;3015
END_TS;25;0.0;3740
END_TS;26;0.0;3692
END_TS;27;0.0;4944
END_TS;28;0.0;4032
END_TS;29;0.0;3772
END_TS;30;0.0;4046
END_TS;31;0.1;4350
END_TS;32;0.1;5329
END_TS;33;0.1;3356
END_TS;34;0.1;3771
END_TS;35;0.1;3739
END_TS;36;0.1;3283
END_TS;37;0.1;3740
END_TS;38;0.1;3691
END_TS;39;0.1;3701
END_TS;40;0.1;3734
END_TS;41;0.1;4077
END_TS;42;0.1;3803
END_TS;43;0.1;4350
END_TS;44;0.1;3803
END_TS;45;0.1;3686
END_TS;46;0.1;3778
END_TS;47;0.1;4191
END_TS;48;0.1;5783
END_TS;49;0.1;3830
END_TS;50;0.1;3308
END_TS;51;0.1;3705
END_TS;52;0.1;3296
END_TS;53;0.1;4422
END_TS;54;0.1;4222
END_TS;55;0.1;3667
END_TS;56;0.1;4101
END_TS;57;0.1;3803
END_TS;58;0.1;5358
END_TS;59;0.1;4222
END_TS;60;0.1;3816
END_TS;61;0.2;3803
END_TS;62;0.2;4112
END_TS;63;0.2;4422
END_TS;64;0.2;5494
END_TS;65;0.2;4948
END_TS;66;0.2;3719
END_TS;67;0.2;4440
END_TS;68;0.2;3347
END_TS;69;0.2;4350
END_TS;70;0.2;3415
END_TS;71;0.2;3822
END_TS;72;0.2;4196
END_TS;73;0.2;3822
END_TS;74;0.2;3723
END_TS;75;0.2;4266
END_TS;76;0.2;3113
END_TS;77;0.2;3778
END_TS;78;0.2;4191
END_TS;79;0.2;3734
END_TS;80;0.2;4964
END_TS;81;0.2;3704
END_TS;82;0.2;2820
END_TS;83;0.2;3687
END_TS;84;0.2;3821
END_TS;85;0.2;3692
END_TS;86;0.2;3602
END_TS;87;0.2;3800
END_TS;88;0.2;4927
END_TS;89;0.2;4739
END_TS;90;0.2;4381
END_TS;91;0.3;3141
END_TS;92;0.3;4031
END_TS;93;0.3;4928
END_TS;94;0.3;2983
END_TS;95;0.3;3399
END_TS;96;0.3;3809
END_TS;97;0.3;5976
END_TS;98;0.3;3216
END_TS;99;0.3;4400
END_TS;100;0.3;2451
END_TS;101;0.3;3807
END_TS;102;0.3;4901
END_TS;103;0.3;3720
END_TS;104;0.3;4756
END_TS;105;0.3;2984
END_TS;106;0.3;3407
END_TS;107;0.3;5786
END_TS;108;0.3;3624
END_TS;109;0.3;3777
