project;test file;mutants;killed;incompetent;timeout;survived;mutation score
dijkstras;test_3-5_0-6_185;40;32;0;5;3;92.50
dijkstras;test_3-5_1-0_314;40;31;0;3;6;85.00
dijkstras;test_3-5_0-5_171;40;32;0;5;3;92.50
dijkstras;test_3-5_1-0_307;40;31;0;3;6;85.00
dijkstras;test_3-5_0-7_216;40;32;0;5;3;92.50
dijkstras;test_3-5_1-0_327;40;33;0;3;4;90.00
dijkstras;test_3-5_0-9_286;40;33;0;5;2;95.00
dijkstras;test_3-5_0-8_267;40;32;0;3;5;87.50
dijkstras;test_3-5_0-8_246;40;32;0;5;3;92.50
