Temperature,Average
0-0,100.0
0-1,100.0
0-2,100.0
0-3,100.0
0-4,96.15384615384616
0-5,100.0
0-6,96.29629629629629
0-7,92.5925925925926
0-8,83.33333333333333
0-9,88.46153846153847
1-0,92.0
