Temperature,Average
0-0,87.10466666666669
0-1,86.95900000000002
0-2,87.53800000000003
0-3,87.73392857142858
0-4,88.12807692307692
0-5,88.79615384615386
0-6,88.08481481481482
0-7,87.28148148148149
0-8,87.50125000000001
0-9,88.1273076923077
1-0,87.65400000000001
