project;test file;mutants;killed_output;killed_timeout;total_killed;survived;mutation score
factorial;test_3-5_0-5_178;36;34;0;34;2;94.44
factorial;test_3-5_0-2_83;36;34;0;34;2;94.44
factorial;test_3-5_0-7_213;36;36;0;36;0;100.00
factorial;test_3-5_0-9_279;36;36;0;36;0;100.00
factorial;test_3-5_0-3_115;36;34;0;34;2;94.44
factorial;test_3-5_0-7_224;36;36;0;36;0;100.00
factorial;test_3-5_1-0_326;36;36;0;36;0;100.00
factorial;test_3-5_0-0_10;36;34;0;34;2;94.44
factorial;test_3-5_0-4_137;36;34;0;34;2;94.44
factorial;test_3-5_0-1_56;36;34;0;34;2;94.44
factorial;test_3-5_1-0_310;36;36;0;36;0;100.00
factorial;test_3-5_0-7_226;36;36;0;36;0;100.00
factorial;test_3-5_1-0_329;36;36;0;36;0;100.00
factorial;test_3-5_0-2_78;36;34;0;34;2;94.44
factorial;test_3-5_0-8_262;36;34;0;34;2;94.44
factorial;test_3-5_0-8_251;36;34;0;34;2;94.44
factorial;test_3-5_0-4_123;36;34;0;34;2;94.44
factorial;test_3-5_0-9_283;36;34;0;34;2;94.44
factorial;test_3-5_0-0_4;36;34;0;34;2;94.44
factorial;test_3-5_0-6_200;36;36;0;36;0;100.00
factorial;test_3-5_0-1_50;36;34;0;34;2;94.44
factorial;test_3-5_0-6_183;36;34;0;34;2;94.44
factorial;test_3-5_0-5_177;36;34;0;34;2;94.44
factorial;test_3-5_0-6_210;36;36;0;36;0;100.00
factorial;test_3-5_0-7_211;36;36;0;36;0;100.00
factorial;test_3-5_0-5_180;36;34;0;34;2;94.44
factorial;test_3-5_0-3_116;36;36;0;36;0;100.00
factorial;test_3-5_0-2_70;36;34;0;34;2;94.44
factorial;test_3-5_0-4_133;36;34;0;34;2;94.44
factorial;test_3-5_1-0_322;36;36;0;36;0;100.00
factorial;test_3-5_0-9_284;36;36;0;36;0;100.00
factorial;test_3-5_0-4_150;36;34;0;34;2;94.44
factorial;test_3-5_0-9_273;36;34;0;34;2;94.44
