project;test file;line coverage;branch coverage
factorial;test_3-5_0-5_178;0.00;100.00
factorial;test_3-5_0-2_83;0.00;100.00
factorial;test_3-5_0-7_213;0.00;100.00
factorial;test_3-5_0-9_279;0.00;100.00
factorial;test_3-5_0-3_115;0.00;100.00
factorial;test_3-5_0-7_224;0.00;100.00
factorial;test_3-5_1-0_326;0.00;100.00
factorial;test_3-5_0-0_10;0.00;100.00
factorial;test_3-5_0-4_137;0.00;100.00
factorial;test_3-5_0-1_56;0.00;100.00
factorial;test_3-5_1-0_310;0.00;100.00
factorial;test_3-5_0-7_226;0.00;100.00
factorial;test_3-5_1-0_329;0.00;100.00
factorial;test_3-5_0-2_78;0.00;100.00
factorial;test_3-5_0-8_262;0.00;100.00
factorial;test_3-5_0-8_251;0.00;100.00
factorial;test_3-5_0-4_123;0.00;100.00
factorial;test_3-5_0-9_283;0.00;100.00
factorial;test_3-5_0-0_4;0.00;100.00
factorial;test_3-5_0-6_200;0.00;100.00
factorial;test_3-5_0-1_50;0.00;100.00
factorial;test_3-5_0-6_183;0.00;100.00
factorial;test_3-5_0-5_177;0.00;100.00
factorial;test_3-5_0-6_210;0.00;100.00
factorial;test_3-5_0-7_211;0.00;100.00
factorial;test_3-5_0-5_180;0.00;100.00
factorial;test_3-5_0-3_116;0.00;100.00
factorial;test_3-5_0-2_70;0.00;100.00
factorial;test_3-5_0-4_133;0.00;100.00
factorial;test_3-5_1-0_322;0.00;100.00
factorial;test_3-5_0-9_284;0.00;100.00
factorial;test_3-5_0-4_150;0.00;100.00
factorial;test_3-5_0-9_273;0.00;100.00
factorial;test_3-5_1-0_328;0.00;100.00
factorial;test_3-5_0-9_300;0.00;100.00
factorial;test_3-5_0-8_248;0.00;100.00
factorial;test_3-5_0-3_95;0.00;100.00
factorial;test_3-5_1-0_301;0.00;100.00
factorial;test_3-5_0-3_104;0.00;100.00
factorial;test_3-5_0-8_268;0.00;100.00
factorial;test_3-5_0-3_114;0.00;100.00
factorial;test_3-5_0-7_236;0.00;100.00
factorial;test_3-5_0-7_220;0.00;100.00
factorial;test_3-5_0-3_118;0.00;100.00
factorial;test_3-5_0-1_48;0.00;100.00
factorial;test_3-5_0-0_5;0.00;100.00
factorial;test_3-5_0-3_91;0.00;100.00
factorial;test_3-5_0-5_176;0.00;100.00
factorial;test_3-5_0-2_90;0.00;100.00
factorial;test_3-5_0-6_185;0.00;100.00
factorial;test_3-5_0-8_250;0.00;100.00
factorial;test_3-5_0-8_259;0.00;100.00
factorial;test_3-5_0-7_225;0.00;100.00
factorial;test_3-5_0-4_130;0.00;100.00
factorial;test_3-5_0-8_253;0.00;100.00
factorial;test_3-5_1-0_314;0.00;100.00
factorial;test_3-5_0-1_45;0.00;100.00
factorial;test_3-5_0-9_293;0.00;100.00
factorial;test_3-5_0-2_77;0.00;100.00
factorial;test_3-5_0-0_17;0.00;100.00
factorial;test_3-5_0-4_143;0.00;100.00
factorial;test_3-5_1-0_312;0.00;100.00
factorial;test_3-5_0-4_121;0.00;100.00
factorial;test_3-5_1-0_319;0.00;100.00
factorial;test_3-5_0-9_297;0.00;100.00
factorial;test_3-5_0-6_203;0.00;100.00
factorial;test_3-5_0-6_181;0.00;100.00
factorial;test_3-5_0-9_292;0.00;100.00
factorial;test_3-5_0-7_222;0.00;100.00
factorial;test_3-5_0-9_294;0.00;100.00
factorial;test_3-5_0-7_233;0.00;100.00
factorial;test_3-5_1-0_308;0.00;100.00
factorial;test_3-5_0-7_223;0.00;100.00
factorial;test_3-5_0-1_46;0.00;100.00
factorial;test_3-5_0-2_67;0.00;100.00
factorial;test_3-5_0-6_196;0.00;100.00
factorial;test_3-5_0-5_172;0.00;100.00
factorial;test_3-5_0-5_154;0.00;100.00
factorial;test_3-5_0-5_171;0.00;100.00
factorial;test_3-5_0-0_16;0.00;100.00
factorial;test_3-5_1-0_317;0.00;100.00
factorial;test_3-5_0-5_179;0.00;100.00
factorial;test_3-5_1-0_321;0.00;100.00
factorial;test_3-5_0-1_36;0.00;100.00
factorial;test_3-5_0-8_252;0.00;100.00
factorial;test_3-5_0-7_227;0.00;100.00
factorial;test_3-5_0-4_139;0.00;100.00
factorial;test_3-5_1-0_324;0.00;100.00
factorial;test_3-5_0-5_175;0.00;100.00
factorial;test_3-5_0-8_242;0.00;100.00
factorial;test_3-5_0-3_111;0.00;100.00
factorial;test_3-5_0-0_23;0.00;100.00
factorial;test_3-5_0-8_254;0.00;100.00
factorial;test_3-5_0-5_165;0.00;100.00
factorial;test_3-5_0-6_207;0.00;100.00
factorial;test_3-5_0-9_287;0.00;100.00
factorial;test_3-5_0-8_264;0.00;100.00
factorial;test_3-5_0-6_197;0.00;100.00
factorial;test_3-5_0-0_3;0.00;100.00
factorial;test_3-5_0-2_87;0.00;100.00
factorial;test_3-5_0-7_230;0.00;100.00
factorial;test_3-5_0-9_272;0.00;100.00
factorial;test_3-5_0-0_22;0.00;100.00
factorial;test_3-5_0-8_249;0.00;100.00
factorial;test_3-5_0-7_212;0.00;100.00
factorial;test_3-5_0-4_127;0.00;100.00
factorial;test_3-5_0-7_232;0.00;100.00
factorial;test_3-5_0-3_120;0.00;100.00
factorial;test_3-5_0-9_299;0.00;100.00
factorial;test_3-5_0-7_217;0.00;100.00
factorial;test_3-5_0-0_20;0.00;100.00
factorial;test_3-5_0-2_86;0.00;100.00
factorial;test_3-5_0-4_148;0.00;100.00
factorial;test_3-5_0-5_151;0.00;100.00
factorial;test_3-5_0-3_108;0.00;100.00
factorial;test_3-5_0-3_112;0.00;100.00
factorial;test_3-5_1-0_305;0.00;100.00
factorial;test_3-5_0-7_238;0.00;100.00
factorial;test_3-5_0-3_107;0.00;100.00
factorial;test_3-5_0-6_193;0.00;100.00
factorial;test_3-5_0-5_168;0.00;100.00
factorial;test_3-5_0-9_285;0.00;100.00
factorial;test_3-5_0-5_167;0.00;100.00
factorial;test_3-5_0-2_81;0.00;100.00
factorial;test_3-5_0-0_8;0.00;100.00
factorial;test_3-5_0-4_125;0.00;100.00
factorial;test_3-5_0-8_269;0.00;100.00
factorial;test_3-5_1-0_307;0.00;100.00
factorial;test_3-5_0-1_54;0.00;100.00
factorial;test_3-5_0-5_152;0.00;100.00
