Temperature,Average
0-0,94.62533333333337
0-1,94.44000000000004
0-2,95.73733333333335
0-3,97.31586206896553
0-4,97.0346666666667
0-5,97.40533333333336
0-6,97.40533333333335
0-7,98.14666666666669
0-8,96.62428571428573
0-9,96.62428571428573
1-0,98.55851851851854
