project;test file;mutants;killed;incompetent;timeout;survived;mutation score
stack;test_3-5_0-3_115;12;7;4;0;1;91.67
stack;test_3-5_1-0_328;12;7;4;0;1;91.67
stack;test_3-5_0-3_95;12;7;4;0;1;91.67
stack;test_3-5_0-6_185;12;7;4;0;1;91.67
stack;test_3-5_0-2_67;12;7;4;0;1;91.67
stack;test_3-5_0-7_212;12;7;4;0;1;91.67
stack;test_3-5_0-3_96;12;7;4;0;1;91.67
stack;test_3-5_0-9_281;12;7;4;0;1;91.67
stack;test_3-5_0-6_208;12;7;4;0;1;91.67
stack;test_3-5_0-7_240;12;7;4;0;1;91.67
stack;test_3-5_0-9_295;12;7;4;0;1;91.67
stack;test_3-5_0-8_245;12;7;4;0;1;91.67
