project;test file;mutants;killed_output;killed_timeout;total_killed;survived;mutation score
fenwick;test_3-5_0-3_91;142;128;13;141;1;99.30
fenwick;test_3-5_1-0_319;142;121;16;137;5;96.48
fenwick;test_3-5_0-5_151;142;128;13;141;1;99.30
fenwick;test_3-5_0-2_81;142;107;13;120;22;84.51
fenwick;test_3-5_0-3_103;142;128;13;141;1;99.30
fenwick;test_3-5_0-6_201;142;126;13;139;3;97.89
fenwick;test_3-5_0-4_146;142;128;13;141;1;99.30
fenwick;test_3-5_0-7_235;142;127;13;140;2;98.59
fenwick;test_3-5_0-5_170;142;126;13;139;3;97.89
fenwick;test_3-5_1-0_311;142;126;13;139;3;97.89
fenwick;test_3-5_0-1_47;142;128;13;141;1;99.30
