project;test file;mutants;killed_output;killed_timeout;total_killed;survived;mutation score
heap;test_3-5_0-5_178;321;156;27;183;138;57.01
heap;test_3-5_0-1_50;321;169;32;201;120;62.62
heap;test_3-5_1-0_328;321;187;36;223;98;69.47
heap;test_3-5_0-9_300;321;195;32;227;94;70.72
heap;test_3-5_1-0_317;321;207;37;244;77;76.01
heap;test_3-5_0-0_23;321;169;32;201;120;62.62
heap;test_3-5_0-8_264;321;229;35;264;57;82.24
heap;test_3-5_1-0_305;255;128;15;143;112;56.08
heap;test_3-5_0-3_107;321;227;38;265;56;82.55
heap;test_3-5_0-2_81;321;169;32;201;120;62.62
heap;test_3-5_1-0_323;321;234;38;272;49;84.74
heap;test_3-5_0-3_92;321;183;32;215;106;66.98
heap;test_3-5_0-0_25;321;169;32;201;120;62.62
heap;test_3-5_0-0_18;321;169;32;201;120;62.62
heap;test_3-5_0-1_60;321;169;32;201;120;62.62
heap;test_3-5_0-0_30;321;169;32;201;120;62.62
heap;test_3-5_0-4_132;321;191;30;221;100;68.85
heap;test_3-5_0-1_57;321;169;32;201;120;62.62
heap;test_3-5_0-6_194;321;217;42;259;62;80.69
heap;test_3-5_0-2_69;321;194;31;225;96;70.09
