LABEL,#TS,TEMP,TIMESTAMP,,
BEGIN_TS,1,0.0,2024-06-28 13:01:39.941382,END_TS,2024-06-28 13:01:47.054611
BEGIN_TS,2,0.0,2024-06-28 13:01:47.054641,END_TS,2024-06-28 13:01:57.830053
BEGIN_TS,3,0.0,2024-06-28 13:01:57.830094,END_TS,2024-06-28 13:02:32.355067
BEGIN_TS,4,0.0,2024-06-28 13:02:32.355090,END_TS,2024-06-28 13:02:39.387451
BEGIN_TS,5,0.0,2024-06-28 13:02:39.387488,END_TS,2024-06-28 13:02:47.344447
BEGIN_TS,6,0.0,2024-06-28 13:02:47.344484,END_TS,2024-06-28 13:02:55.581943
BEGIN_TS,7,0.0,2024-06-28 13:02:55.581979,END_TS,2024-06-28 13:03:05.610770
BEGIN_TS,8,0.0,2024-06-28 13:03:05.610806,END_TS,2024-06-28 13:03:12.718407
BEGIN_TS,9,0.0,2024-06-28 13:03:12.718444,END_TS,2024-06-28 13:03:21.749076
BEGIN_TS,10,0.0,2024-06-28 13:03:21.749111,END_TS,2024-06-28 13:03:29.650054
BEGIN_TS,11,0.0,2024-06-28 13:03:29.650094,END_TS,2024-06-28 13:03:38.431423
BEGIN_TS,12,0.0,2024-06-28 13:03:38.431459,END_TS,2024-06-28 13:03:45.827539
BEGIN_TS,13,0.0,2024-06-28 13:03:45.827576,END_TS,2024-06-28 13:03:54.518344
BEGIN_TS,14,0.0,2024-06-28 13:03:54.518381,END_TS,2024-06-28 13:04:04.671261
BEGIN_TS,15,0.0,2024-06-28 13:04:04.671298,END_TS,2024-06-28 13:04:11.101034
BEGIN_TS,16,0.0,2024-06-28 13:04:11.101071,END_TS,2024-06-28 13:04:17.125360
BEGIN_TS,17,0.0,2024-06-28 13:04:17.125398,END_TS,2024-06-28 13:04:23.481571
BEGIN_TS,18,0.0,2024-06-28 13:04:23.481606,END_TS,2024-06-28 13:04:31.014387
BEGIN_TS,19,0.0,2024-06-28 13:04:31.014425,END_TS,2024-06-28 13:04:38.832273
BEGIN_TS,20,0.0,2024-06-28 13:04:38.832310,END_TS,2024-06-28 13:04:45.843755
BEGIN_TS,21,0.0,2024-06-28 13:04:45.843781,END_TS,2024-06-28 13:04:54.377659
BEGIN_TS,22,0.0,2024-06-28 13:04:54.377697,END_TS,2024-06-28 13:05:03.696973
BEGIN_TS,23,0.0,2024-06-28 13:05:03.697009,END_TS,2024-06-28 13:05:09.557512
BEGIN_TS,24,0.0,2024-06-28 13:05:09.557556,END_TS,2024-06-28 13:05:19.476196
BEGIN_TS,25,0.0,2024-06-28 13:05:19.476234,END_TS,2024-06-28 13:05:26.072478
BEGIN_TS,26,0.0,2024-06-28 13:05:26.072515,END_TS,2024-06-28 13:05:33.898277
BEGIN_TS,27,0.0,2024-06-28 13:05:33.898315,END_TS,2024-06-28 13:05:43.479056
