project;test file;mutants;killed;incompetent;timeout;survived;mutation score
mergesort;test_3-5_0-5_178;36;27;4;4;1;97.22
mergesort;test_3-5_0-9_279;36;27;4;4;1;97.22
mergesort;test_3-5_1-0_326;36;27;4;4;1;97.22
mergesort;test_3-5_0-0_10;36;27;4;4;1;97.22
mergesort;test_3-5_0-4_137;36;27;4;4;1;97.22
mergesort;test_3-5_0-8_257;36;27;4;4;1;97.22
mergesort;test_3-5_0-7_226;36;27;4;4;1;97.22
mergesort;test_3-5_1-0_329;36;27;4;4;1;97.22
mergesort;test_3-5_0-2_78;36;27;4;4;1;97.22
mergesort;test_3-5_0-8_262;36;27;4;4;1;97.22
mergesort;test_3-5_0-0_4;36;27;4;4;1;97.22
mergesort;test_3-5_0-6_200;36;27;4;4;1;97.22
mergesort;test_3-5_0-6_183;36;27;4;4;1;97.22
mergesort;test_3-5_0-6_210;36;27;4;4;1;97.22
mergesort;test_3-5_0-7_211;36;27;4;4;1;97.22
mergesort;test_3-5_0-5_180;36;27;4;4;1;97.22
mergesort;test_3-5_0-3_116;36;27;4;4;1;97.22
mergesort;test_3-5_0-2_70;36;27;4;4;1;97.22
mergesort;test_3-5_1-0_322;36;27;4;4;1;97.22
mergesort;test_3-5_0-9_284;36;27;4;4;1;97.22
mergesort;test_3-5_0-4_150;36;27;4;4;1;97.22
mergesort;test_3-5_0-9_273;36;27;4;4;1;97.22
mergesort;test_3-5_0-3_104;36;27;4;4;1;97.22
mergesort;test_3-5_0-8_268;36;27;4;4;1;97.22
mergesort;test_3-5_0-3_114;36;27;4;4;1;97.22
mergesort;test_3-5_0-7_236;36;27;4;4;1;97.22
mergesort;test_3-5_0-3_118;36;27;4;4;1;97.22
mergesort;test_3-5_0-0_5;36;27;4;4;1;97.22
mergesort;test_3-5_0-5_176;36;27;4;4;1;97.22
mergesort;test_3-5_0-8_250;36;27;4;4;1;97.22
mergesort;test_3-5_0-8_259;36;27;4;4;1;97.22
mergesort;test_3-5_0-7_225;36;27;4;4;1;97.22
mergesort;test_3-5_0-4_130;36;27;4;4;1;97.22
mergesort;test_3-5_0-0_17;36;27;4;4;1;97.22
mergesort;test_3-5_0-4_121;36;27;4;4;1;97.22
mergesort;test_3-5_0-6_203;36;27;4;4;1;97.22
mergesort;test_3-5_0-6_181;36;27;4;4;1;97.22
mergesort;test_3-5_0-9_292;36;27;4;4;1;97.22
mergesort;test_3-5_0-9_294;36;27;4;4;1;97.22
mergesort;test_3-5_0-7_233;36;27;4;4;1;97.22
mergesort;test_3-5_1-0_308;36;27;4;4;1;97.22
mergesort;test_3-5_0-2_67;36;27;4;4;1;97.22
mergesort;test_3-5_0-5_172;36;27;4;4;1;97.22
mergesort;test_3-5_0-5_154;36;27;4;4;1;97.22
mergesort;test_3-5_0-0_16;36;27;4;4;1;97.22
mergesort;test_3-5_0-5_179;36;27;4;4;1;97.22
mergesort;test_3-5_1-0_321;36;27;4;4;1;97.22
mergesort;test_3-5_0-8_252;36;27;4;4;1;97.22
mergesort;test_3-5_1-0_324;36;27;4;4;1;97.22
mergesort;test_3-5_0-5_175;36;27;4;4;1;97.22
mergesort;test_3-5_0-3_111;36;27;4;4;1;97.22
mergesort;test_3-5_0-7_230;36;27;4;4;1;97.22
mergesort;test_3-5_0-9_272;36;27;4;4;1;97.22
mergesort;test_3-5_0-8_249;36;27;4;4;1;97.22
mergesort;test_3-5_0-7_212;36;27;4;4;1;97.22
mergesort;test_3-5_0-7_217;36;27;4;4;1;97.22
mergesort;test_3-5_0-2_86;36;27;4;4;1;97.22
mergesort;test_3-5_0-4_148;36;27;4;4;1;97.22
mergesort;test_3-5_0-3_108;36;27;4;4;1;97.22
mergesort;test_3-5_0-7_238;36;27;4;4;1;97.22
mergesort;test_3-5_0-5_168;36;27;4;4;1;97.22
mergesort;test_3-5_0-9_285;36;27;4;4;1;97.22
mergesort;test_3-5_0-4_125;36;27;4;4;1;97.22
mergesort;test_3-5_1-0_307;36;27;4;4;1;97.22
mergesort;test_3-5_0-8_260;36;27;4;4;1;97.22
mergesort;test_3-5_0-3_94;36;27;4;4;1;97.22
mergesort;test_3-5_0-3_103;36;27;4;4;1;97.22
mergesort;test_3-5_0-4_142;36;27;4;4;1;97.22
mergesort;test_3-5_0-5_160;36;27;4;4;1;97.22
mergesort;test_3-5_0-6_186;36;27;4;4;1;97.22
mergesort;test_3-5_1-0_309;36;27;4;4;1;97.22
mergesort;test_3-5_0-2_64;36;27;4;4;1;97.22
mergesort;test_3-5_0-3_110;36;27;4;4;1;97.22
mergesort;test_3-5_0-1_49;36;27;4;4;1;97.22
mergesort;test_3-5_0-3_106;36;27;4;4;1;97.22
mergesort;test_3-5_0-2_82;36;27;4;4;1;97.22
mergesort;test_3-5_0-4_134;36;27;4;4;1;97.22
mergesort;test_3-5_0-7_216;36;27;4;4;1;97.22
mergesort;test_3-5_1-0_315;36;27;4;4;1;97.22
mergesort;test_3-5_0-6_204;36;27;4;4;1;97.22
mergesort;test_3-5_0-5_169;36;27;4;4;1;97.22
mergesort;test_3-5_0-1_31;36;27;4;4;1;97.22
mergesort;test_3-5_0-4_146;36;27;4;4;1;97.22
mergesort;test_3-5_0-8_258;36;27;4;4;1;97.22
mergesort;test_3-5_0-4_131;36;27;4;4;1;97.22
mergesort;test_3-5_0-6_195;36;27;4;4;1;97.22
mergesort;test_3-5_0-8_265;36;27;4;4;1;97.22
mergesort;test_3-5_0-8_270;36;27;4;4;1;97.22
mergesort;test_3-5_0-7_235;36;27;4;4;1;97.22
mergesort;test_3-5_0-7_231;36;27;4;4;1;97.22
mergesort;test_3-5_0-6_202;36;27;4;4;1;97.22
mergesort;test_3-5_0-0_25;36;27;4;4;1;97.22
mergesort;test_3-5_0-1_53;36;27;4;4;1;97.22
mergesort;test_3-5_0-0_9;36;27;4;4;1;97.22
mergesort;test_3-5_0-0_1;36;27;4;4;1;97.22
mergesort;test_3-5_0-3_113;36;27;4;4;1;97.22
mergesort;test_3-5_0-5_170;36;27;4;4;1;97.22
mergesort;test_3-5_0-6_182;36;27;4;4;1;97.22
mergesort;test_3-5_0-5_161;36;27;4;4;1;97.22
mergesort;test_3-5_1-0_311;36;27;4;4;1;97.22
mergesort;test_3-5_0-7_239;36;27;4;4;1;97.22
mergesort;test_3-5_0-9_271;36;27;4;4;1;97.22
mergesort;test_3-5_0-8_263;36;27;4;4;1;97.22
mergesort;test_3-5_0-0_7;36;27;4;4;1;97.22
mergesort;test_3-5_0-1_44;36;27;4;4;1;97.22
mergesort;test_3-5_1-0_304;36;27;4;4;1;97.22
mergesort;test_3-5_0-4_147;36;27;4;4;1;97.22
mergesort;test_3-5_0-8_244;36;27;4;4;1;97.22
mergesort;test_3-5_1-0_302;36;27;4;4;1;97.22
mergesort;test_3-5_0-5_157;36;27;4;4;1;97.22
mergesort;test_3-5_0-5_159;36;27;4;4;1;97.22
mergesort;test_3-5_0-2_80;36;27;4;4;1;97.22
mergesort;test_3-5_0-9_288;36;27;4;4;1;97.22
mergesort;test_3-5_0-7_218;36;27;4;4;1;97.22
mergesort;test_3-5_0-4_140;36;27;4;4;1;97.22
mergesort;test_3-5_0-4_124;36;27;4;4;1;97.22
mergesort;test_3-5_0-0_18;36;27;4;4;1;97.22
mergesort;test_3-5_0-0_26;36;27;4;4;1;97.22
mergesort;test_3-5_0-1_60;36;27;4;4;1;97.22
mergesort;test_3-5_0-3_97;36;27;4;4;1;97.22
mergesort;test_3-5_0-9_289;36;27;4;4;1;97.22
mergesort;test_3-5_0-7_237;36;27;4;4;1;97.22
mergesort;test_3-5_0-9_278;36;27;4;4;1;97.22
mergesort;test_3-5_0-6_208;36;27;4;4;1;97.22
mergesort;test_3-5_0-6_192;36;27;4;4;1;97.22
mergesort;test_3-5_0-4_138;36;27;4;4;1;97.22
mergesort;test_3-5_0-2_68;36;27;4;4;1;97.22
mergesort;test_3-5_0-5_155;36;27;4;4;1;97.22
mergesort;test_3-5_0-1_39;36;27;4;4;1;97.22
mergesort;test_3-5_0-7_214;36;27;4;4;1;97.22
mergesort;test_3-5_0-0_27;36;27;4;4;1;97.22
mergesort;test_3-5_0-4_141;36;27;4;4;1;97.22
mergesort;test_3-5_0-5_174;36;27;4;4;1;97.22
mergesort;test_3-5_0-2_88;36;27;4;4;1;97.22
mergesort;test_3-5_0-9_282;36;27;4;4;1;97.22
mergesort;test_3-5_0-8_267;36;27;4;4;1;97.22
mergesort;test_3-5_0-6_189;36;27;4;4;1;97.22
mergesort;test_3-5_0-6_198;36;27;4;4;1;97.22
mergesort;test_3-5_0-6_190;36;27;4;4;1;97.22
mergesort;test_3-5_0-6_187;36;27;4;4;1;97.22
mergesort;test_3-5_0-5_166;36;27;4;4;1;97.22
mergesort;test_3-5_0-8_261;36;27;4;4;1;97.22
mergesort;test_3-5_0-4_149;36;27;4;4;1;97.22
mergesort;test_3-5_0-4_144;36;27;4;4;1;97.22
mergesort;test_3-5_0-6_194;36;27;4;4;1;97.22
mergesort;test_3-5_0-2_74;36;27;4;4;1;97.22
mergesort;test_3-5_0-2_69;36;27;4;4;1;97.22
mergesort;test_3-5_0-2_72;36;27;4;4;1;97.22
mergesort;test_3-5_0-9_276;36;27;4;4;1;97.22
mergesort;test_3-5_0-2_84;36;27;4;4;1;97.22
mergesort;test_3-5_0-9_295;36;27;4;4;1;97.22
mergesort;test_3-5_0-3_102;36;27;4;4;1;97.22
mergesort;test_3-5_0-2_79;36;27;4;4;1;97.22
mergesort;test_3-5_0-7_234;36;27;4;4;1;97.22
mergesort;test_3-5_0-8_246;36;27;4;4;1;97.22
mergesort;test_3-5_0-0_2;36;27;4;4;1;97.22
mergesort;test_3-5_1-0_306;36;27;4;4;1;97.22
mergesort;test_3-5_0-1_38;36;27;4;4;1;97.22
mergesort;test_3-5_1-0_303;36;27;4;4;1;97.22
mergesort;test_3-5_0-8_247;36;27;4;4;1;97.22
