Temperature,Average
0-0,81.31
0-1,81.815
0-2,78.57000000000001
0-3,80.3
0-4,81.81666666666666
0-5,80.06846153846153
0-6,79.94529411764705
0-7,78.09818181818181
0-8,76.46941176470587
0-9,79.4236842105263
1-0,79.39266666666667
