project;test file;mutants;killed;incompetent;timeout;survived;mutation score
trie;test_3-5_0-9_283;56;49;6;0;1;98.21
trie;test_3-5_1-0_319;56;48;6;0;2;96.43
trie;test_3-5_0-7_223;56;45;6;0;5;91.07
trie;test_3-5_0-8_249;56;48;6;0;2;96.43
trie;test_3-5_1-0_307;56;46;6;0;4;92.86
trie;test_3-5_1-0_323;56;45;7;0;4;92.86
trie;test_3-5_0-7_231;56;45;6;0;5;91.07
trie;test_3-5_0-9_275;56;46;6;0;4;92.86
trie;test_3-5_0-6_205;56;49;6;0;1;98.21
trie;test_3-5_1-0_313;56;49;6;0;1;98.21
trie;test_3-5_0-9_289;56;46;7;0;3;94.64
trie;test_3-5_0-6_208;56;49;6;0;1;98.21
trie;test_3-5_0-5_158;56;49;6;0;1;98.21
trie;test_3-5_0-9_286;56;41;7;0;8;85.71
trie;test_3-5_1-0_330;56;48;6;0;2;96.43
trie;test_3-5_1-0_306;56;47;6;0;3;94.64
