project;test file;mutants;killed_output;killed_timeout;total_killed;survived;mutation score
binheap;test_3-5_0-7_226;171;146;5;151;20;88.30
binheap;test_3-5_0-5_180;171;158;5;163;8;95.32
binheap;test_3-5_0-9_273;171;160;5;165;6;96.49
binheap;test_3-5_0-7_223;171;146;5;151;20;88.30
binheap;test_3-5_0-6_199;171;148;5;153;18;89.47
binheap;test_3-5_0-9_291;171;146;5;151;20;88.30
binheap;test_3-5_0-4_136;171;156;5;161;10;94.15
binheap;test_3-5_0-6_206;171;157;5;162;9;94.74
binheap;test_3-5_0-9_295;171;148;5;153;18;89.47
binheap;test_3-5_0-8_247;171;148;5;153;18;89.47
