project;test file;mutants;killed;incompetent;timeout;survived;mutation score
binheap;test_3-5_0-7_226;97;56;23;4;14;85.57
binheap;test_3-5_0-5_180;97;63;25;4;5;94.85
binheap;test_3-5_0-9_273;97;64;25;4;4;95.88
binheap;test_3-5_0-7_223;97;56;23;4;14;85.57
binheap;test_3-5_0-6_199;97;56;23;4;14;85.57
binheap;test_3-5_0-9_291;97;55;23;5;14;85.57
binheap;test_3-5_0-4_136;97;63;25;4;5;94.85
binheap;test_3-5_0-6_206;97;63;25;5;4;95.88
binheap;test_3-5_0-9_295;97;54;23;4;16;83.51
binheap;test_3-5_0-8_247;97;56;23;4;14;85.57
