Temperature,Average
0-0,88.32999999999997
0-1,88.27466666666665
0-2,88.15827586206893
0-3,87.98655172413793
0-4,87.94692307692306
0-5,88.10866666666665
0-6,87.94692307692306
0-7,87.77666666666666
0-8,87.57545454545453
0-9,87.66599999999998
1-0,87.66599999999998
