LABEL;#TS;TEMP;TOKENS
END_TS;1;0.0;7716
END_TS;2;0.0;7723
END_TS;3;0.0;6939
END_TS;4;0.0;7716
END_TS;5;0.0;1704
END_TS;6;0.0;7716
END_TS;7;0.0;1662
END_TS;8;0.0;1725
END_TS;9;0.0;7716
END_TS;10;0.0;1649
END_TS;11;0.0;7061
END_TS;12;0.0;1649
END_TS;13;0.0;7328
END_TS;14;0.0;7712
END_TS;15;0.0;1662
END_TS;16;0.0;7712
END_TS;17;0.0;7712
END_TS;18;0.0;7712
END_TS;19;0.0;1628
END_TS;20;0.0;1684
END_TS;21;0.0;4995
END_TS;22;0.0;1662
END_TS;23;0.0;7712
END_TS;24;0.0;4386
END_TS;25;0.0;7712
END_TS;26;0.0;1725
END_TS;27;0.0;7712
END_TS;28;0.0;1662
END_TS;29;0.0;4386
END_TS;30;0.0;4386
END_TS;31;0.1;4401
END_TS;32;0.1;7712
END_TS;33;0.1;7712
END_TS;34;0.1;4386
END_TS;35;0.1;4401
END_TS;36;0.1;7712
END_TS;37;0.1;7712
END_TS;38;0.1;1678
END_TS;39;0.1;1672
END_TS;40;0.1;4386
END_TS;41;0.1;7328
END_TS;42;0.1;7712
END_TS;43;0.1;4386
END_TS;44;0.1;7712
END_TS;45;0.1;1648
END_TS;46;0.1;1648
END_TS;47;0.1;1648
END_TS;48;0.1;7328
END_TS;49;0.1;4387
END_TS;50;0.1;4401
END_TS;51;0.1;7712
END_TS;52;0.1;7712
END_TS;53;0.1;1696
END_TS;54;0.1;1662
END_TS;55;0.1;4401
END_TS;56;0.1;1674
END_TS;57;0.1;7712
END_TS;58;0.1;1649
END_TS;59;0.1;1648
END_TS;60;0.1;1684
END_TS;61;0.2;4401
END_TS;62;0.2;6886
END_TS;63;0.2;7712
END_TS;64;0.2;7712
END_TS;65;0.2;7677
END_TS;66;0.2;7712
END_TS;67;0.2;4450
END_TS;68;0.2;6887
END_TS;69;0.2;4401
END_TS;70;0.2;6142
END_TS;71;0.2;6881
END_TS;72;0.2;7712
END_TS;73;0.2;7712
END_TS;74;0.2;1671
END_TS;75;0.2;7712
END_TS;76;0.2;7712
END_TS;77;0.2;4542
END_TS;78;0.2;6151
END_TS;79;0.2;7719
END_TS;80;0.2;7712
END_TS;81;0.2;6929
END_TS;82;0.2;7712
END_TS;83;0.2;2584
END_TS;84;0.2;4401
END_TS;85;0.2;5244
END_TS;86;0.2;4401
END_TS;87;0.2;1648
END_TS;88;0.2;1706
END_TS;89;0.2;6937
END_TS;90;0.2;1684
END_TS;91;0.3;7642
END_TS;92;0.3;6098
END_TS;93;0.3;7712
END_TS;94;0.3;7712
END_TS;95;0.3;4694
END_TS;96;0.3;7712
END_TS;97;0.3;4401
END_TS;98;0.3;7719
END_TS;99;0.3;7677
END_TS;100;0.3;8663
END_TS;101;0.3;5631
END_TS;102;0.3;6914
END_TS;103;0.3;1677
END_TS;104;0.3;7638
END_TS;105;0.3;7192
END_TS;106;0.3;7673
END_TS;107;0.3;1672
END_TS;108;0.3;1631
END_TS;109;0.3;7708
END_TS;110;0.3;7750
END_TS;111;0.3;8015
END_TS;112;0.3;1723
END_TS;113;0.3;7708
END_TS;114;0.3;1628
END_TS;115;0.3;4402
END_TS;116;0.3;4402
END_TS;117;0.3;7750
END_TS;118;0.3;7708
END_TS;119;0.3;6953
END_TS;120;0.3;6933
END_TS;121;0.4;6556
END_TS;122;0.4;7750
END_TS;123;0.4;1694
END_TS;124;0.4;7014
END_TS;125;0.4;6280
END_TS;126;0.4;6478
END_TS;127;0.4;9331
END_TS;128;0.4;5779
END_TS;129;0.4;5386
END_TS;130;0.4;7395
END_TS;131;0.4;7757
END_TS;132;0.4;7363
END_TS;133;0.4;7644
END_TS;134;0.4;6268
END_TS;135;0.4;1672
END_TS;136;0.4;5013
END_TS;137;0.4;6260
END_TS;138;0.4;2713
END_TS;139;0.4;6933
END_TS;140;0.4;8134
END_TS;141;0.4;5656
END_TS;142;0.4;1690
END_TS;143;0.4;4680
END_TS;144;0.4;4439
END_TS;145;0.4;7708
END_TS;146;0.4;1664
END_TS;147;0.4;5756
END_TS;148;0.4;1706
END_TS;149;0.4;7214
END_TS;150;0.4;5589
END_TS;151;0.5;1671
END_TS;152;0.5;5287
END_TS;153;0.5;1876
END_TS;154;0.5;1726
END_TS;155;0.5;6921
END_TS;156;0.5;5544
END_TS;157;0.5;8007
END_TS;158;0.5;4856
END_TS;159;0.5;5440
END_TS;160;0.5;4933
END_TS;161;0.5;5824
END_TS;162;0.5;7664
END_TS;163;0.5;2011
END_TS;164;0.5;5271
END_TS;165;0.5;7168
END_TS;166;0.5;1751
END_TS;167;0.5;4327
END_TS;168;0.5;6913
END_TS;169;0.5;1734
END_TS;170;0.5;6725
END_TS;171;0.5;4590
END_TS;172;0.5;7340
END_TS;173;0.5;5574
END_TS;174;0.5;4402
END_TS;175;0.5;7106
END_TS;176;0.5;4664
END_TS;177;0.5;6933
END_TS;178;0.5;4466
END_TS;179;0.5;6365
END_TS;180;0.5;1668
END_TS;181;0.6;5249
END_TS;182;0.6;6507
END_TS;183;0.6;5163
END_TS;184;0.6;7132
END_TS;185;0.6;7903
END_TS;186;0.6;7654
END_TS;187;0.6;6542
END_TS;188;0.6;5436
END_TS;189;0.6;1704
END_TS;190;0.6;6478
END_TS;191;0.6;7324
END_TS;192;0.6;1734
END_TS;193;0.6;6050
END_TS;194;0.6;3622
END_TS;195;0.6;4942
END_TS;196;0.6;4931
END_TS;197;0.6;6513
END_TS;198;0.6;5621
END_TS;199;0.6;7252
END_TS;200;0.6;1740
END_TS;201;0.6;5657
END_TS;202;0.6;4818
END_TS;203;0.6;2716
END_TS;204;0.6;5876
END_TS;205;0.6;1748
END_TS;206;0.6;6835
END_TS;207;0.6;1839
END_TS;208;0.6;4897
END_TS;209;0.6;7044
END_TS;210;0.6;7340
END_TS;211;0.7;2833
END_TS;212;0.7;1635
END_TS;213;0.7;7038
END_TS;214;0.7;4327
END_TS;215;0.7;4534
END_TS;216;0.7;6159
END_TS;217;0.7;5485
