Temperature,Average
0-0,0
0-1,0
0-2,0
0-3,0
0-4,85.71
0-5,85.71
0-6,85.71000000000001
0-7,85.71000000000001
0-8,85.71000000000002
0-9,85.85875
1-0,85.89307692307693
