LABEL,#TS,TEMP,TIMESTAMP,,
BEGIN_TS,1,0.0,2024-10-19 15:16:12.393334,END_TS,2024-10-19 15:16:27.004769
BEGIN_TS,2,0.0,2024-10-19 15:16:27.004784,END_TS,2024-10-19 15:16:48.145069
BEGIN_TS,3,0.0,2024-10-19 15:16:48.145087,END_TS,2024-10-19 15:17:08.005829
BEGIN_TS,4,0.0,2024-10-19 15:17:08.005861,END_TS,2024-10-19 15:17:27.053136
BEGIN_TS,5,0.0,2024-10-19 15:17:27.053165,END_TS,2024-10-19 15:17:45.998320
BEGIN_TS,6,0.0,2024-10-19 15:17:45.998372,END_TS,2024-10-19 15:18:07.296059
BEGIN_TS,7,0.0,2024-10-19 15:18:07.296106,END_TS,2024-10-19 15:18:27.368557
BEGIN_TS,8,0.0,2024-10-19 15:18:27.368612,END_TS,2024-10-19 15:18:46.216600
BEGIN_TS,9,0.0,2024-10-19 15:18:46.216655,END_TS,2024-10-19 15:19:03.822724
BEGIN_TS,10,0.0,2024-10-19 15:19:03.822740,END_TS,2024-10-19 15:19:23.485229
BEGIN_TS,11,0.0,2024-10-19 15:19:23.485283,END_TS,2024-10-19 15:19:46.218624
BEGIN_TS,12,0.0,2024-10-19 15:19:46.218676,END_TS,2024-10-19 15:20:05.884886
BEGIN_TS,13,0.0,2024-10-19 15:20:05.884903,END_TS,2024-10-19 15:20:27.183723
BEGIN_TS,14,0.0,2024-10-19 15:20:27.183738,END_TS,2024-10-19 15:20:45.515186
BEGIN_TS,15,0.0,2024-10-19 15:20:45.515244,END_TS,2024-10-19 15:21:07.012912
BEGIN_TS,16,0.0,2024-10-19 15:21:07.012964,END_TS,2024-10-19 15:21:28.927031
BEGIN_TS,17,0.0,2024-10-19 15:21:28.927083,END_TS,2024-10-19 15:21:47.666572
BEGIN_TS,18,0.0,2024-10-19 15:21:47.666624,END_TS,2024-10-19 15:22:07.737324
BEGIN_TS,19,0.0,2024-10-19 15:22:07.737377,END_TS,2024-10-19 15:22:26.680479
BEGIN_TS,20,0.0,2024-10-19 15:22:26.680494,END_TS,2024-10-19 15:22:44.805649
BEGIN_TS,21,0.0,2024-10-19 15:22:44.805662,END_TS,2024-10-19 15:23:04.466915
BEGIN_TS,22,0.0,2024-10-19 15:23:04.466930,END_TS,2024-10-19 15:23:25.664705
BEGIN_TS,23,0.0,2024-10-19 15:23:25.664757,END_TS,2024-10-19 15:23:45.630625
BEGIN_TS,24,0.0,2024-10-19 15:23:45.630644,END_TS,2024-10-19 15:24:00.784824
BEGIN_TS,25,0.0,2024-10-19 15:24:00.784872,END_TS,2024-10-19 15:24:17.783441
BEGIN_TS,26,0.0,2024-10-19 15:24:17.783494,END_TS,2024-10-19 15:24:39.899551
BEGIN_TS,27,0.0,2024-10-19 15:24:39.899572,END_TS,2024-10-19 15:25:01.606595
BEGIN_TS,28,0.0,2024-10-19 15:25:01.606613,END_TS,2024-10-19 15:25:26.285940
BEGIN_TS,29,0.0,2024-10-19 15:25:26.286011,END_TS,2024-10-19 15:25:43.791743
BEGIN_TS,30,0.0,2024-10-19 15:25:43.791775,END_TS,2024-10-19 15:26:05.398795
BEGIN_TS,31,0.1,2024-10-19 15:26:05.398809,END_TS,2024-10-19 15:26:23.113214
BEGIN_TS,32,0.1,2024-10-19 15:26:23.113229,END_TS,2024-10-19 15:26:42.364572
BEGIN_TS,33,0.1,2024-10-19 15:26:42.364589,END_TS,2024-10-19 15:27:02.843767
BEGIN_TS,34,0.1,2024-10-19 15:27:02.843826,END_TS,2024-10-19 15:27:19.841550
BEGIN_TS,35,0.1,2024-10-19 15:27:19.841609,END_TS,2024-10-19 15:27:36.736904
BEGIN_TS,36,0.1,2024-10-19 15:27:36.736961,END_TS,2024-10-19 15:27:58.859905
BEGIN_TS,37,0.1,2024-10-19 15:27:58.859937,END_TS,2024-10-19 15:28:18.822223
BEGIN_TS,38,0.1,2024-10-19 15:28:18.822279,END_TS,2024-10-19 15:28:37.355351
BEGIN_TS,39,0.1,2024-10-19 15:28:37.355409,END_TS,2024-10-19 15:28:57.731501
BEGIN_TS,40,0.1,2024-10-19 15:28:57.731522,END_TS,2024-10-19 15:29:13.296529
