project;test file;mutants;killed;incompetent;timeout;survived;mutation score
naive-tree;test_3-5_0-6_200;62;47;6;0;9;85.48
naive-tree;test_3-5_0-9_293;62;46;6;0;10;83.87
naive-tree;test_3-5_0-6_207;62;46;6;0;10;83.87
naive-tree;test_3-5_0-8_269;62;46;6;0;10;83.87
naive-tree;test_3-5_1-0_307;62;46;6;0;10;83.87
naive-tree;test_3-5_1-0_304;62;46;6;0;10;83.87
naive-tree;test_3-5_0-8_267;62;46;6;0;10;83.87
naive-tree;test_3-5_0-6_187;62;46;6;0;10;83.87
naive-tree;test_3-5_1-0_330;62;46;6;0;10;83.87
