Temperature,Average
0-0,80.36999999999995
0-1,79.21699999999994
0-2,78.69099999999995
0-3,78.43299999999995
0-4,79.27799999999998
0-5,80.31241379310346
0-6,77.42206896551725
0-7,78.60962962962961
0-8,80.92833333333334
0-9,77.64090909090909
1-0,71.57250000000002
