project;test file;mutants;killed;incompetent;timeout;survived;mutation score
bst2;test_3-5_0-5_178;272;169;50;3;50;81.62
bst2;test_3-5_0-2_83;272;169;50;3;50;81.62
bst2;test_3-5_0-7_213;272;169;50;3;50;81.62
bst2;test_3-5_0-9_279;272;171;51;4;46;83.09
bst2;test_3-5_0-3_115;272;169;50;3;50;81.62
bst2;test_3-5_0-7_224;272;169;50;3;50;81.62
bst2;test_3-5_1-0_326;272;170;47;3;52;80.88
bst2;test_3-5_0-0_10;272;157;45;3;67;75.37
bst2;test_3-5_0-4_137;272;172;51;4;45;83.46
bst2;test_3-5_0-1_56;272;157;45;3;67;75.37
bst2;test_3-5_1-0_310;272;155;45;3;69;74.63
bst2;test_3-5_0-7_226;272;157;45;3;67;75.37
bst2;test_3-5_1-0_329;272;96;31;3;142;47.79
bst2;test_3-5_0-2_78;272;169;50;3;50;81.62
bst2;test_3-5_0-8_262;272;170;44;3;55;79.78
bst2;test_3-5_0-8_251;272;169;50;3;50;81.62
bst2;test_3-5_0-4_123;272;157;45;3;67;75.37
bst2;test_3-5_0-9_283;272;169;50;3;50;81.62
bst2;test_3-5_0-0_4;272;169;50;3;50;81.62
bst2;test_3-5_0-6_200;272;157;45;3;67;75.37
bst2;test_3-5_0-1_50;272;157;45;3;67;75.37
bst2;test_3-5_0-6_183;272;139;38;3;92;66.18
bst2;test_3-5_0-5_177;272;169;50;3;50;81.62
bst2;test_3-5_0-6_210;272;160;42;3;67;75.37
bst2;test_3-5_0-7_211;272;157;45;3;67;75.37
bst2;test_3-5_0-5_180;272;166;50;3;53;80.51
bst2;test_3-5_0-3_116;272;157;45;3;67;75.37
bst2;test_3-5_0-2_70;272;169;50;3;50;81.62
bst2;test_3-5_0-4_133;272;169;50;3;50;81.62
bst2;test_3-5_1-0_322;272;156;45;3;68;75.00
bst2;test_3-5_0-9_284;272;157;45;3;67;75.37
bst2;test_3-5_0-4_150;272;169;50;3;50;81.62
bst2;test_3-5_0-9_273;272;168;50;3;51;81.25
bst2;test_3-5_1-0_328;272;77;29;3;163;40.07
bst2;test_3-5_0-9_300;272;172;50;3;47;82.72
bst2;test_3-5_0-8_248;272;169;50;3;50;81.62
bst2;test_3-5_0-3_95;272;179;47;3;43;84.19
bst2;test_3-5_1-0_301;272;157;45;3;67;75.37
bst2;test_3-5_0-3_104;272;169;50;3;50;81.62
bst2;test_3-5_0-8_268;272;160;42;3;67;75.37
bst2;test_3-5_0-3_114;272;157;45;3;67;75.37
bst2;test_3-5_0-7_236;272;168;50;3;51;81.25
bst2;test_3-5_0-7_220;272;157;45;3;67;75.37
bst2;test_3-5_0-3_118;272;155;45;3;69;74.63
bst2;test_3-5_0-1_48;272;169;50;3;50;81.62
bst2;test_3-5_0-0_5;272;157;45;3;67;75.37
bst2;test_3-5_0-3_91;272;157;45;3;67;75.37
bst2;test_3-5_0-2_90;272;169;50;3;50;81.62
bst2;test_3-5_0-6_185;272;157;45;3;67;75.37
bst2;test_3-5_0-8_250;272;177;51;4;40;85.29
bst2;test_3-5_0-8_259;272;178;57;3;34;87.50
bst2;test_3-5_0-7_225;272;157;45;3;67;75.37
bst2;test_3-5_0-4_130;272;169;50;3;50;81.62
bst2;test_3-5_1-0_314;272;157;45;3;67;75.37
bst2;test_3-5_0-1_45;272;169;50;3;50;81.62
bst2;test_3-5_0-9_293;272;169;50;3;50;81.62
bst2;test_3-5_0-2_77;272;169;50;3;50;81.62
bst2;test_3-5_0-0_17;272;169;50;3;50;81.62
bst2;test_3-5_0-4_143;272;179;47;3;43;84.19
bst2;test_3-5_1-0_312;272;154;45;3;70;74.26
bst2;test_3-5_0-4_121;272;169;50;3;50;81.62
bst2;test_3-5_1-0_319;272;157;45;3;67;75.37
bst2;test_3-5_0-9_297;272;179;47;3;43;84.19
bst2;test_3-5_0-6_203;272;169;50;3;50;81.62
bst2;test_3-5_0-6_181;272;157;45;3;67;75.37
bst2;test_3-5_0-9_292;272;157;45;3;67;75.37
bst2;test_3-5_0-7_222;272;139;38;3;92;66.18
bst2;test_3-5_0-7_233;272;171;50;3;48;82.35
bst2;test_3-5_0-7_223;272;179;47;3;43;84.19
bst2;test_3-5_0-1_46;272;169;50;3;50;81.62
bst2;test_3-5_0-2_67;272;157;45;3;67;75.37
bst2;test_3-5_0-6_196;272;182;47;3;40;85.29
bst2;test_3-5_0-5_172;272;171;50;3;48;82.35
bst2;test_3-5_0-5_154;272;174;51;4;43;84.19
bst2;test_3-5_0-3_98;272;169;44;3;56;79.41
bst2;test_3-5_0-5_171;272;169;50;3;50;81.62
bst2;test_3-5_0-0_16;272;157;45;3;67;75.37
bst2;test_3-5_1-0_317;272;159;45;3;65;76.10
bst2;test_3-5_0-5_179;272;157;45;3;67;75.37
bst2;test_3-5_1-0_321;272;170;50;4;48;82.35
bst2;test_3-5_0-1_36;272;157;45;3;67;75.37
bst2;test_3-5_0-7_227;272;164;45;3;60;77.94
bst2;test_3-5_0-4_139;272;169;50;3;50;81.62
bst2;test_3-5_1-0_324;272;172;54;3;43;84.19
bst2;test_3-5_0-5_175;272;171;50;3;48;82.35
bst2;test_3-5_0-8_242;272;164;48;3;57;79.04
bst2;test_3-5_0-3_111;272;169;50;3;50;81.62
bst2;test_3-5_0-0_23;272;169;50;3;50;81.62
bst2;test_3-5_0-8_254;272;174;44;3;51;81.25
bst2;test_3-5_0-5_165;272;169;50;3;50;81.62
bst2;test_3-5_0-6_207;272;157;45;3;67;75.37
bst2;test_3-5_0-9_287;272;156;45;3;68;75.00
bst2;test_3-5_0-8_264;272;177;49;3;43;84.19
bst2;test_3-5_0-6_197;272;170;50;3;49;81.99
bst2;test_3-5_0-0_3;272;157;45;3;67;75.37
bst2;test_3-5_0-2_87;272;157;45;3;67;75.37
bst2;test_3-5_0-7_230;272;168;51;4;49;81.99
bst2;test_3-5_0-9_272;272;179;47;3;43;84.19
bst2;test_3-5_0-0_22;272;169;50;3;50;81.62
bst2;test_3-5_0-8_249;272;156;45;3;68;75.00
bst2;test_3-5_0-7_212;272;169;50;3;50;81.62
bst2;test_3-5_0-4_127;272;169;50;3;50;81.62
bst2;test_3-5_0-7_232;272;169;50;3;50;81.62
bst2;test_3-5_0-3_120;272;157;45;3;67;75.37
bst2;test_3-5_0-0_20;272;157;45;3;67;75.37
bst2;test_3-5_0-2_86;272;157;45;3;67;75.37
bst2;test_3-5_0-4_148;272;157;45;3;67;75.37
