Temperature,Average
0-0,85.42
0-1,87.20571428571428
0-2,90.27999999999999
0-3,88.0225
0-4,86.46
0-5,87.65142857142858
0-6,88.06307692307693
0-7,89.388125
0-8,87.64
0-9,88.958
1-0,87.6725
