project;test file;mutants;killed;incompetent;timeout;survived;mutation score
linked-list2;test_3-5_0-7_213;96;60;24;4;8;91.67
linked-list2;test_3-5_0-7_224;96;59;22;4;11;88.54
linked-list2;test_3-5_0-4_137;96;56;22;4;14;85.42
linked-list2;test_3-5_0-1_56;96;56;22;4;14;85.42
linked-list2;test_3-5_0-8_257;96;56;22;4;14;85.42
linked-list2;test_3-5_0-7_226;96;60;22;4;10;89.58
linked-list2;test_3-5_1-0_329;96;62;21;4;9;90.62
linked-list2;test_3-5_0-8_251;96;58;22;4;12;87.50
linked-list2;test_3-5_0-6_200;96;60;24;4;8;91.67
linked-list2;test_3-5_0-6_183;96;57;22;3;14;85.42
linked-list2;test_3-5_0-2_70;96;61;24;4;7;92.71
linked-list2;test_3-5_1-0_328;96;61;22;3;10;89.58
linked-list2;test_3-5_0-9_300;96;61;24;4;7;92.71
linked-list2;test_3-5_1-0_301;96;56;22;3;15;84.38
linked-list2;test_3-5_0-5_176;96;56;22;4;14;85.42
linked-list2;test_3-5_0-7_225;96;62;23;4;7;92.71
linked-list2;test_3-5_0-9_293;96;57;22;3;14;85.42
linked-list2;test_3-5_0-7_222;96;62;23;3;8;91.67
linked-list2;test_3-5_0-7_233;96;61;22;3;10;89.58
linked-list2;test_3-5_0-7_223;96;61;23;4;8;91.67
linked-list2;test_3-5_0-6_196;96;58;23;4;11;88.54
linked-list2;test_3-5_0-3_98;96;56;22;4;14;85.42
linked-list2;test_3-5_1-0_321;96;53;23;4;16;83.33
linked-list2;test_3-5_0-4_139;96;56;22;4;14;85.42
linked-list2;test_3-5_0-8_242;96;62;23;4;7;92.71
linked-list2;test_3-5_0-3_111;96;56;22;4;14;85.42
linked-list2;test_3-5_0-0_23;96;56;22;4;14;85.42
linked-list2;test_3-5_0-8_254;96;57;22;4;13;86.46
linked-list2;test_3-5_0-6_207;96;55;23;3;15;84.38
linked-list2;test_3-5_0-8_264;96;56;22;4;14;85.42
linked-list2;test_3-5_0-6_197;96;57;22;3;14;85.42
