project;test file;line coverage;branch coverage
linked-list2;test_3-5_0-7_213;0.00;83.33
linked-list2;test_3-5_0-7_224;0.00;77.78
linked-list2;test_3-5_0-4_137;0.00;72.22
linked-list2;test_3-5_0-1_56;0.00;72.22
linked-list2;test_3-5_0-8_257;0.00;72.22
linked-list2;test_3-5_0-7_226;0.00;77.78
linked-list2;test_3-5_1-0_329;0.00;77.78
linked-list2;test_3-5_0-8_251;0.00;77.78
linked-list2;test_3-5_0-6_200;0.00;77.78
linked-list2;test_3-5_0-6_183;0.00;72.22
linked-list2;test_3-5_0-2_70;0.00;77.78
linked-list2;test_3-5_1-0_328;0.00;77.78
linked-list2;test_3-5_0-9_300;0.00;83.33
linked-list2;test_3-5_1-0_301;0.00;72.22
linked-list2;test_3-5_0-5_176;0.00;72.22
linked-list2;test_3-5_0-7_225;0.00;83.33
linked-list2;test_3-5_0-9_293;0.00;72.22
linked-list2;test_3-5_0-7_222;0.00;83.33
linked-list2;test_3-5_0-7_233;0.00;83.33
linked-list2;test_3-5_0-7_223;0.00;83.33
linked-list2;test_3-5_0-6_196;0.00;77.78
linked-list2;test_3-5_0-3_98;0.00;72.22
linked-list2;test_3-5_1-0_321;0.00;61.11
linked-list2;test_3-5_0-4_139;0.00;72.22
linked-list2;test_3-5_0-8_242;0.00;83.33
linked-list2;test_3-5_0-3_111;0.00;72.22
linked-list2;test_3-5_0-0_23;0.00;72.22
linked-list2;test_3-5_0-8_254;0.00;77.78
linked-list2;test_3-5_0-6_207;0.00;66.67
linked-list2;test_3-5_0-8_264;0.00;72.22
linked-list2;test_3-5_0-6_197;0.00;66.67
linked-list2;test_3-5_0-7_230;0.00;83.33
linked-list2;test_3-5_0-9_272;0.00;72.22
linked-list2;test_3-5_0-8_249;0.00;77.78
linked-list2;test_3-5_0-4_148;0.00;77.78
linked-list2;test_3-5_0-5_151;0.00;72.22
linked-list2;test_3-5_1-0_305;0.00;83.33
linked-list2;test_3-5_0-7_238;0.00;72.22
linked-list2;test_3-5_0-6_193;0.00;72.22
linked-list2;test_3-5_0-9_285;0.00;77.78
linked-list2;test_3-5_0-2_81;0.00;72.22
linked-list2;test_3-5_0-4_125;0.00;72.22
linked-list2;test_3-5_0-8_269;0.00;72.22
linked-list2;test_3-5_0-5_152;0.00;72.22
linked-list2;test_3-5_0-7_229;0.00;77.78
linked-list2;test_3-5_0-4_142;0.00;72.22
linked-list2;test_3-5_0-7_215;0.00;72.22
linked-list2;test_3-5_0-6_186;0.00;77.78
linked-list2;test_3-5_1-0_309;0.00;77.78
linked-list2;test_3-5_0-6_199;0.00;72.22
linked-list2;test_3-5_0-8_266;0.00;83.33
linked-list2;test_3-5_0-1_49;0.00;72.22
linked-list2;test_3-5_1-0_315;0.00;77.78
linked-list2;test_3-5_0-3_99;0.00;83.33
linked-list2;test_3-5_0-5_169;0.00;72.22
linked-list2;test_3-5_0-8_265;0.00;72.22
linked-list2;test_3-5_0-3_92;0.00;77.78
linked-list2;test_3-5_0-7_235;0.00;77.78
linked-list2;test_3-5_0-6_188;0.00;72.22
linked-list2;test_3-5_0-7_231;0.00;72.22
linked-list2;test_3-5_0-5_161;0.00;83.33
linked-list2;test_3-5_0-9_291;0.00;83.33
linked-list2;test_3-5_0-6_205;0.00;83.33
linked-list2;test_3-5_0-8_263;0.00;72.22
linked-list2;test_3-5_0-9_290;0.00;77.78
linked-list2;test_3-5_0-4_135;0.00;83.33
linked-list2;test_3-5_1-0_304;0.00;72.22
linked-list2;test_3-5_0-8_256;0.00;72.22
linked-list2;test_3-5_0-5_164;0.00;83.33
linked-list2;test_3-5_1-0_302;0.00;83.33
linked-list2;test_3-5_0-4_145;0.00;72.22
linked-list2;test_3-5_0-9_289;0.00;72.22
linked-list2;test_3-5_0-7_237;0.00;77.78
linked-list2;test_3-5_0-9_278;0.00;77.78
linked-list2;test_3-5_0-6_208;0.00;72.22
linked-list2;test_3-5_0-4_138;0.00;66.67
linked-list2;test_3-5_0-8_241;0.00;77.78
linked-list2;test_3-5_0-2_68;0.00;83.33
linked-list2;test_3-5_0-1_47;0.00;72.22
linked-list2;test_3-5_0-1_39;0.00;72.22
linked-list2;test_3-5_0-7_240;0.00;72.22
linked-list2;test_3-5_0-1_59;0.00;83.33
linked-list2;test_3-5_0-6_189;0.00;83.33
linked-list2;test_3-5_0-6_198;0.00;77.78
linked-list2;test_3-5_0-5_162;0.00;83.33
linked-list2;test_3-5_1-0_318;0.00;66.67
linked-list2;test_3-5_0-9_276;0.00;61.11
linked-list2;test_3-5_0-1_35;0.00;72.22
linked-list2;test_3-5_0-9_295;0.00;94.44
linked-list2;test_3-5_0-0_15;0.00;72.22
linked-list2;test_3-5_0-8_245;0.00;72.22
linked-list2;test_3-5_0-8_255;0.00;77.78
linked-list2;test_3-5_0-7_234;0.00;77.78
linked-list2;test_3-5_1-0_330;0.00;83.33
linked-list2;test_3-5_1-0_306;0.00;77.78
linked-list2;test_3-5_0-1_38;0.00;83.33
linked-list2;test_3-5_0-8_247;0.00;72.22
