project;test file;mutants;killed_output;killed_timeout;total_killed;survived;mutation score
bst1;test_3-5_0-5_178;34;29;0;29;5;85.29
bst1;test_3-5_0-9_284;34;29;0;29;5;85.29
bst1;test_3-5_0-9_273;34;24;0;24;10;70.59
bst1;test_3-5_0-7_222;34;28;0;28;6;82.35
bst1;test_3-5_0-5_172;34;29;0;29;5;85.29
bst1;test_3-5_0-7_227;34;29;0;29;5;85.29
bst1;test_3-5_1-0_305;34;29;0;29;5;85.29
bst1;test_3-5_0-8_260;34;28;0;28;6;82.35
bst1;test_3-5_0-5_169;34;31;0;31;3;91.18
bst1;test_3-5_0-9_275;34;28;0;28;6;82.35
bst1;test_3-5_0-6_208;34;31;0;31;3;91.18
bst1;test_3-5_0-8_241;34;31;0;31;3;91.18
bst1;test_3-5_0-8_245;34;29;0;29;5;85.29
